tanggal,pendapatan,tabungan,jumlah_pokok,jumlah_want
2023-10-08,4400000,880000,2200000,1320000
2022-04-05,948000,189600,474000,284400
2023-03-12,3301000,660200,1650500,990300
2024-03-17,9491000,1898200,4745500,2847300
2021-02-09,1556000,311200,778000,466800
2023-11-06,7143000,1428600,3571500,2142900
2024-10-16,3451000,690200,1725500,1035300
2021-09-30,2779000,555800,1389500,833700
2021-03-17,9120000,1824000,4560000,2736000
2021-01-24,8371000,1674200,4185500,2511300
2023-12-12,6611000,1322200,3305500,1983300
2022-08-04,8652000,1730400,4326000,2595600
2024-07-18,6692000,1338400,3346000,2007600
2024-07-06,7577000,1515400,3788500,2273100
2022-10-20,8842000,1768400,4421000,2652600
2023-04-05,102000,20400,51000,30600
2021-05-03,6965000,1393000,3482500,2089500
2023-07-07,1898000,379600,949000,569400
2023-08-28,9110000,1822000,4555000,2733000
2022-03-04,487000,97400,243500,146100
2024-09-28,7611000,1522200,3805500,2283300
2023-02-17,1486000,297200,743000,445800
2023-05-12,6835000,1367000,3417500,2050500
2022-03-12,6883000,1376600,3441500,2064900
2023-07-20,4073000,814600,2036500,1221900
2023-09-29,3671000,734200,1835500,1101300
2022-06-18,6530000,1306000,3265000,1959000
2024-09-16,9096000,1819200,4548000,2728800
2023-02-23,558000,111600,279000,167400
2023-09-30,2394000,478800,1197000,718200
2023-02-04,7671000,1534200,3835500,2301300
2023-02-03,7284000,1456800,3642000,2185200
2023-06-29,4066000,813200,2033000,1219800
2022-02-22,251000,50200,125500,75300
2021-05-22,6326000,1265200,3163000,1897800
2024-11-17,2581000,516200,1290500,774300
2023-07-26,6370000,1274000,3185000,1911000
2021-02-28,350000,70000,175000,105000
2023-06-14,7176000,1435200,3588000,2152800
2021-02-22,9978000,1995600,4989000,2993400
2024-09-27,1998000,399600,999000,599400
2022-06-24,3472000,694400,1736000,1041600
2023-11-26,3694000,738800,1847000,1108200
2022-07-23,4921000,984200,2460500,1476300
2024-07-09,7929000,1585800,3964500,2378700
2022-04-12,4107000,821400,2053500,1232100
2021-08-11,9431000,1886200,4715500,2829300
2023-09-24,3382000,676400,1691000,1014600
2021-11-03,2646000,529200,1323000,793800
2022-09-06,1716000,343200,858000,514800
2024-09-04,9749000,1949800,4874500,2924700
2022-12-02,3678000,735600,1839000,1103400
2024-10-26,298000,59600,149000,89400
2022-12-15,9422000,1884400,4711000,2826600
2022-04-06,7843000,1568600,3921500,2352900
2021-03-06,8378000,1675600,4189000,2513400
2023-07-28,1786000,357200,893000,535800
2023-05-20,4208000,841600,2104000,1262400
2024-04-24,1064000,212800,532000,319200
2024-01-06,252000,50400,126000,75600
2024-10-28,1693000,338600,846500,507900
2024-06-11,7514000,1502800,3757000,2254200
2024-08-16,2352000,470400,1176000,705600
2023-01-30,4386000,877200,2193000,1315800
2022-07-05,8652000,1730400,4326000,2595600
2024-07-28,2770000,554000,1385000,831000
2021-07-04,3799000,759800,1899500,1139700
2023-07-11,6292000,1258400,3146000,1887600
2024-04-22,2581000,516200,1290500,774300
2023-03-21,6160000,1232000,3080000,1848000
2021-12-23,5620000,1124000,2810000,1686000
2024-12-13,7424000,1484800,3712000,2227200
2024-09-06,2747000,549400,1373500,824100
2022-05-13,9264000,1852800,4632000,2779200
2021-04-23,8546000,1709200,4273000,2563800
2023-08-13,2832000,566400,1416000,849600
2023-10-13,8239000,1647800,4119500,2471700
2022-09-16,6393000,1278600,3196500,1917900
2024-03-18,726000,145200,363000,217800
2023-03-24,4944000,988800,2472000,1483200
2021-05-03,9864000,1972800,4932000,2959200
2023-11-08,2395000,479000,1197500,718500
2022-08-17,3178000,635600,1589000,953400
2024-02-07,9338000,1867600,4669000,2801400
2023-11-22,1618000,323600,809000,485400
2022-10-27,4313000,862600,2156500,1293900
2021-08-30,1609000,321800,804500,482700
2024-07-25,2929000,585800,1464500,878700
2021-05-22,2661000,532200,1330500,798300
2024-11-09,8296000,1659200,4148000,2488800
2023-12-22,1697000,339400,848500,509100
2024-08-24,5704000,1140800,2852000,1711200
2024-10-11,3475000,695000,1737500,1042500
2023-03-03,7605000,1521000,3802500,2281500
2023-06-16,1532000,306400,766000,459600
2024-10-10,5732000,1146400,2866000,1719600
2022-02-24,1262000,252400,631000,378600
2022-01-18,6878000,1375600,3439000,2063400
2023-07-09,9938000,1987600,4969000,2981400
2021-02-17,5399000,1079800,2699500,1619700
2023-03-03,8271000,1654200,4135500,2481300
2022-01-18,8037000,1607400,4018500,2411100
2022-04-25,5278000,1055600,2639000,1583400
2022-12-07,1088000,217600,544000,326400
2022-03-11,778000,155600,389000,233400
2022-05-25,2051000,410200,1025500,615300
2024-06-20,7479000,1495800,3739500,2243700
2022-09-28,3046000,609200,1523000,913800
2021-02-02,1704000,340800,852000,511200
2022-12-14,5979000,1195800,2989500,1793700
2021-03-18,2949000,589800,1474500,884700
2022-10-30,6267000,1253400,3133500,1880100
2023-01-31,7013000,1402600,3506500,2103900
2024-01-08,6651000,1330200,3325500,1995300
2021-03-23,6823000,1364600,3411500,2046900
2023-04-28,6816000,1363200,3408000,2044800
2024-11-30,8429000,1685800,4214500,2528700
2024-10-09,4180000,836000,2090000,1254000
2022-04-10,1561000,312200,780500,468300
2021-01-30,8793000,1758600,4396500,2637900
2021-07-09,7362000,1472400,3681000,2208600
2021-03-10,317000,63400,158500,95100
2022-04-20,5581000,1116200,2790500,1674300
2024-06-04,7970000,1594000,3985000,2391000
2021-03-13,501000,100200,250500,150300
2023-01-06,9785000,1957000,4892500,2935500
2021-07-03,5177000,1035400,2588500,1553100
2022-08-02,8731000,1746200,4365500,2619300
2022-08-30,8920000,1784000,4460000,2676000
2024-02-04,3970000,794000,1985000,1191000
2022-03-14,832000,166400,416000,249600
2022-04-10,9721000,1944200,4860500,2916300
2022-12-15,1239000,247800,619500,371700
2023-12-11,5047000,1009400,2523500,1514100
2024-02-02,3812000,762400,1906000,1143600
2024-12-02,2435000,487000,1217500,730500
2022-11-30,4560000,912000,2280000,1368000
2023-06-24,1884000,376800,942000,565200
2022-05-19,1389000,277800,694500,416700
2022-07-24,7061000,1412200,3530500,2118300
2023-02-21,1713000,342600,856500,513900
2024-10-29,6922000,1384400,3461000,2076600
2024-08-31,8420000,1684000,4210000,2526000
2023-11-10,3549000,709800,1774500,1064700
2021-05-25,3898000,779600,1949000,1169400
2021-08-07,9737000,1947400,4868500,2921100
2023-04-07,1061000,212200,530500,318300
2022-11-01,1588000,317600,794000,476400
2021-03-31,6425000,1285000,3212500,1927500
2021-12-16,8351000,1670200,4175500,2505300
2024-03-12,3801000,760200,1900500,1140300
2022-08-24,7834000,1566800,3917000,2350200
2024-01-24,6438000,1287600,3219000,1931400
2021-03-31,1394000,278800,697000,418200
2023-02-05,1544000,308800,772000,463200
2021-10-30,7661000,1532200,3830500,2298300
2022-05-22,1129000,225800,564500,338700
2022-11-15,9617000,1923400,4808500,2885100
2024-05-04,4543000,908600,2271500,1362900
2024-01-09,4707000,941400,2353500,1412100
2023-09-27,4774000,954800,2387000,1432200
2023-08-13,2254000,450800,1127000,676200
2023-12-17,1336000,267200,668000,400800
2022-01-04,4516000,903200,2258000,1354800
2023-03-09,8664000,1732800,4332000,2599200
2022-02-26,6510000,1302000,3255000,1953000
2023-09-23,398000,79600,199000,119400
2024-09-28,1169000,233800,584500,350700
2024-09-26,312000,62400,156000,93600
2024-05-05,6409000,1281800,3204500,1922700
2024-09-29,8210000,1642000,4105000,2463000
2022-11-27,666000,133200,333000,199800
2022-12-26,986000,197200,493000,295800
2021-05-16,4408000,881600,2204000,1322400
2022-05-22,5674000,1134800,2837000,1702200
2022-11-21,6085000,1217000,3042500,1825500
2022-07-02,5573000,1114600,2786500,1671900
2024-02-02,3490000,698000,1745000,1047000
2021-06-15,8070000,1614000,4035000,2421000
2022-01-26,4258000,851600,2129000,1277400
2023-04-01,4651000,930200,2325500,1395300
2022-10-16,6244000,1248800,3122000,1873200
2024-04-11,5883000,1176600,2941500,1764900
2024-03-31,6747000,1349400,3373500,2024100
2021-06-06,7150000,1430000,3575000,2145000
2022-11-07,7647000,1529400,3823500,2294100
2021-05-22,8463000,1692600,4231500,2538900
2021-08-31,9109000,1821800,4554500,2732700
2024-08-19,1585000,317000,792500,475500
2023-09-28,6512000,1302400,3256000,1953600
2024-07-03,7494000,1498800,3747000,2248200
2023-01-24,9398000,1879600,4699000,2819400
2024-06-27,2219000,443800,1109500,665700
2022-06-11,2178000,435600,1089000,653400
2024-10-17,3313000,662600,1656500,993900
2024-03-03,7402000,1480400,3701000,2220600
2024-04-19,7809000,1561800,3904500,2342700
2021-09-19,1691000,338200,845500,507300
2024-02-01,1910000,382000,955000,573000
2024-09-28,6158000,1231600,3079000,1847400
2022-07-13,9818000,1963600,4909000,2945400
2021-01-30,6897000,1379400,3448500,2069100
2022-12-05,6332000,1266400,3166000,1899600
2021-05-22,7639000,1527800,3819500,2291700
2021-12-23,2590000,518000,1295000,777000
2023-06-15,2028000,405600,1014000,608400
2023-12-22,9914000,1982800,4957000,2974200
2024-03-28,2723000,544600,1361500,816900
2024-02-29,6850000,1370000,3425000,2055000
2021-04-11,7720000,1544000,3860000,2316000
2024-05-03,8032000,1606400,4016000,2409600
2023-04-05,8700000,1740000,4350000,2610000
2022-09-25,8169000,1633800,4084500,2450700
2022-03-04,2779000,555800,1389500,833700
2023-03-13,3880000,776000,1940000,1164000
2023-11-13,2010000,402000,1005000,603000
2024-05-08,333000,66600,166500,99900
2021-04-01,9928000,1985600,4964000,2978400
2022-05-14,9806000,1961200,4903000,2941800
2023-12-02,5669000,1133800,2834500,1700700
2024-11-07,5280000,1056000,2640000,1584000
2021-08-08,9306000,1861200,4653000,2791800
2021-04-27,1345000,269000,672500,403500
2023-06-08,2077000,415400,1038500,623100
2022-01-29,6127000,1225400,3063500,1838100
2024-09-07,6936000,1387200,3468000,2080800
2024-11-26,2812000,562400,1406000,843600
2024-05-10,104000,20800,52000,31200
2024-11-25,6122000,1224400,3061000,1836600
2023-11-04,5841000,1168200,2920500,1752300
2023-05-05,5759000,1151800,2879500,1727700
2021-12-21,5705000,1141000,2852500,1711500
2023-08-03,6621000,1324200,3310500,1986300
2022-08-03,5504000,1100800,2752000,1651200
2021-02-11,2023000,404600,1011500,606900
2023-03-21,3875000,775000,1937500,1162500
2024-08-30,628000,125600,314000,188400
2021-04-23,5282000,1056400,2641000,1584600
2024-09-15,2741000,548200,1370500,822300
2021-11-18,480000,96000,240000,144000
2024-09-25,3734000,746800,1867000,1120200
2022-12-18,472000,94400,236000,141600
2024-01-03,8722000,1744400,4361000,2616600
2021-04-29,7276000,1455200,3638000,2182800
2022-09-19,3754000,750800,1877000,1126200
2024-02-03,663000,132600,331500,198900
2022-01-04,8021000,1604200,4010500,2406300
2024-06-16,8325000,1665000,4162500,2497500
2024-01-10,7762000,1552400,3881000,2328600
2022-02-12,4047000,809400,2023500,1214100
2022-06-07,3586000,717200,1793000,1075800
2023-07-23,8164000,1632800,4082000,2449200
2024-07-11,2178000,435600,1089000,653400
2021-09-13,3569000,713800,1784500,1070700
2023-10-01,3041000,608200,1520500,912300
2024-04-06,9826000,1965200,4913000,2947800
2022-07-21,2728000,545600,1364000,818400
2023-03-24,8021000,1604200,4010500,2406300
2022-04-22,466000,93200,233000,139800
2022-11-27,8988000,1797600,4494000,2696400
2023-03-11,7970000,1594000,3985000,2391000
2023-03-05,3790000,758000,1895000,1137000
2023-11-29,7281000,1456200,3640500,2184300
2021-06-23,8333000,1666600,4166500,2499900
2022-11-16,6537000,1307400,3268500,1961100
2023-03-02,8362000,1672400,4181000,2508600
2021-02-12,8452000,1690400,4226000,2535600
2021-08-30,9267000,1853400,4633500,2780100
2024-04-02,3136000,627200,1568000,940800
2023-08-26,3462000,692400,1731000,1038600
2024-11-23,7874000,1574800,3937000,2362200
2021-02-08,4639000,927800,2319500,1391700
2024-01-30,8278000,1655600,4139000,2483400
2023-12-19,1836000,367200,918000,550800
2021-06-23,1712000,342400,856000,513600
2021-06-30,4106000,821200,2053000,1231800
2021-11-25,9910000,1982000,4955000,2973000
2023-07-11,4253000,850600,2126500,1275900
2024-10-01,1314000,262800,657000,394200
2024-01-23,8546000,1709200,4273000,2563800
2024-02-15,1512000,302400,756000,453600
2023-05-11,8455000,1691000,4227500,2536500
2022-08-26,8263000,1652600,4131500,2478900
2021-07-29,5579000,1115800,2789500,1673700
2022-04-06,2534000,506800,1267000,760200
2024-06-22,9023000,1804600,4511500,2706900
2022-02-07,2790000,558000,1395000,837000
2022-03-11,3693000,738600,1846500,1107900
2022-03-07,8578000,1715600,4289000,2573400
2024-03-24,4016000,803200,2008000,1204800
2022-01-24,8185000,1637000,4092500,2455500
2021-03-13,4206000,841200,2103000,1261800
2022-09-11,4961000,992200,2480500,1488300
2021-09-14,3359000,671800,1679500,1007700
2022-09-18,6543000,1308600,3271500,1962900
2023-01-21,8319000,1663800,4159500,2495700
2023-10-11,4019000,803800,2009500,1205700
2021-06-11,9549000,1909800,4774500,2864700
2022-08-28,4145000,829000,2072500,1243500
2022-05-12,8292000,1658400,4146000,2487600
2023-03-17,4956000,991200,2478000,1486800
2024-12-08,334000,66800,167000,100200
2023-07-17,9154000,1830800,4577000,2746200
2023-05-18,557000,111400,278500,167100
2021-05-30,6262000,1252400,3131000,1878600
2022-06-28,9801000,1960200,4900500,2940300
2022-05-18,9560000,1912000,4780000,2868000
2023-12-28,3247000,649400,1623500,974100
2023-07-17,620000,124000,310000,186000
2022-08-01,1582000,316400,791000,474600
2024-02-18,792000,158400,396000,237600
2021-06-17,4529000,905800,2264500,1358700
2021-11-26,1572000,314400,786000,471600
2021-12-11,1327000,265400,663500,398100
2021-09-01,1117000,223400,558500,335100
2022-08-10,7654000,1530800,3827000,2296200
2023-08-15,6418000,1283600,3209000,1925400
2021-12-11,809000,161800,404500,242700
2021-05-16,3281000,656200,1640500,984300
2023-08-04,4579000,915800,2289500,1373700
2024-04-22,2922000,584400,1461000,876600
2024-12-12,1047000,209400,523500,314100
2022-09-17,5367000,1073400,2683500,1610100
2021-04-16,2629000,525800,1314500,788700
2024-05-04,4088000,817600,2044000,1226400
2021-11-08,3053000,610600,1526500,915900
2022-03-01,4836000,967200,2418000,1450800
2024-11-10,3787000,757400,1893500,1136100
2023-06-08,255000,51000,127500,76500
2024-03-14,8309000,1661800,4154500,2492700
2024-01-19,9718000,1943600,4859000,2915400
2021-04-12,3837000,767400,1918500,1151100
2024-02-21,2110000,422000,1055000,633000
2022-05-29,1613000,322600,806500,483900
2023-05-11,722000,144400,361000,216600
2021-10-21,4141000,828200,2070500,1242300
2024-04-19,4886000,977200,2443000,1465800
2021-04-04,2198000,439600,1099000,659400
2023-12-25,4502000,900400,2251000,1350600
2022-11-10,4009000,801800,2004500,1202700
2024-03-21,6920000,1384000,3460000,2076000
2021-08-05,8667000,1733400,4333500,2600100
2022-08-29,1812000,362400,906000,543600
2024-03-22,1678000,335600,839000,503400
2023-03-23,2418000,483600,1209000,725400
2022-03-12,7393000,1478600,3696500,2217900
2022-12-19,1183000,236600,591500,354900
2022-01-16,2289000,457800,1144500,686700
2024-01-13,3876000,775200,1938000,1162800
2023-05-20,7401000,1480200,3700500,2220300
2023-10-09,7042000,1408400,3521000,2112600
2021-11-12,9050000,1810000,4525000,2715000
2024-11-14,1377000,275400,688500,413100
2021-05-24,7292000,1458400,3646000,2187600
2022-07-06,2287000,457400,1143500,686100
2022-10-14,7240000,1448000,3620000,2172000
2023-05-24,7433000,1486600,3716500,2229900
2023-03-23,1768000,353600,884000,530400
2024-08-05,4999000,999800,2499500,1499700
2022-02-11,6363000,1272600,3181500,1908900
2024-11-28,9997000,1999400,4998500,2999100
2023-02-25,5394000,1078800,2697000,1618200
2021-04-02,8370000,1674000,4185000,2511000
2023-12-01,2891000,578200,1445500,867300
2022-07-07,3485000,697000,1742500,1045500
2022-03-31,2271000,454200,1135500,681300
2021-06-29,8621000,1724200,4310500,2586300
2024-03-03,6207000,1241400,3103500,1862100
2022-04-08,3163000,632600,1581500,948900
2024-04-05,3037000,607400,1518500,911100
2021-04-07,5072000,1014400,2536000,1521600
2022-08-11,2765000,553000,1382500,829500
2024-06-03,7755000,1551000,3877500,2326500
2024-05-16,7283000,1456600,3641500,2184900
2021-10-23,688000,137600,344000,206400
2024-04-22,2040000,408000,1020000,612000
2022-06-13,5939000,1187800,2969500,1781700
2023-02-28,6609000,1321800,3304500,1982700
2022-04-01,7798000,1559600,3899000,2339400
2021-08-23,4352000,870400,2176000,1305600
2024-10-17,5391000,1078200,2695500,1617300
2022-11-27,3205000,641000,1602500,961500
2024-08-05,9916000,1983200,4958000,2974800
2021-04-25,3242000,648400,1621000,972600
2022-10-29,9458000,1891600,4729000,2837400
2022-01-03,3914000,782800,1957000,1174200
2022-11-11,9888000,1977600,4944000,2966400
2023-08-14,7320000,1464000,3660000,2196000
2024-05-05,3618000,723600,1809000,1085400
2024-11-12,2751000,550200,1375500,825300
2021-07-23,2924000,584800,1462000,877200
2022-01-01,1779000,355800,889500,533700
2022-08-20,7711000,1542200,3855500,2313300
2021-06-05,7462000,1492400,3731000,2238600
2022-07-02,6304000,1260800,3152000,1891200
2024-07-03,9604000,1920800,4802000,2881200
2022-04-04,7901000,1580200,3950500,2370300
2024-01-31,6817000,1363400,3408500,2045100
2023-10-19,5508000,1101600,2754000,1652400
2021-12-05,9086000,1817200,4543000,2725800
2021-03-21,9968000,1993600,4984000,2990400
2021-11-19,733000,146600,366500,219900
2021-02-17,184000,36800,92000,55200
2024-04-19,2303000,460600,1151500,690900
2022-10-23,6999000,1399800,3499500,2099700
2024-03-27,657000,131400,328500,197100
2022-10-07,1508000,301600,754000,452400
2021-06-22,881000,176200,440500,264300
2023-01-12,104000,20800,52000,31200
2024-05-19,5568000,1113600,2784000,1670400
2021-01-24,4313000,862600,2156500,1293900
2023-12-11,4300000,860000,2150000,1290000
2022-05-26,7791000,1558200,3895500,2337300
2022-03-24,8153000,1630600,4076500,2445900
2022-09-26,1609000,321800,804500,482700
2021-11-28,2201000,440200,1100500,660300
2022-02-03,6052000,1210400,3026000,1815600
2023-05-25,5309000,1061800,2654500,1592700
2021-12-10,1641000,328200,820500,492300
2022-06-12,1987000,397400,993500,596100
2024-08-15,1189000,237800,594500,356700
2023-04-13,5997000,1199400,2998500,1799100
2023-02-22,2221000,444200,1110500,666300
2024-04-16,9930000,1986000,4965000,2979000
2021-02-12,1312000,262400,656000,393600
2022-11-25,5191000,1038200,2595500,1557300
2023-04-15,5289000,1057800,2644500,1586700
2022-12-18,7095000,1419000,3547500,2128500
2024-12-01,2299000,459800,1149500,689700
2022-05-17,2443000,488600,1221500,732900
2024-04-01,8062000,1612400,4031000,2418600
2023-03-16,3424000,684800,1712000,1027200
2022-12-04,1515000,303000,757500,454500
2024-03-26,7194000,1438800,3597000,2158200
2023-03-12,8929000,1785800,4464500,2678700
2021-03-05,864000,172800,432000,259200
2022-09-21,9259000,1851800,4629500,2777700
2021-03-24,4621000,924200,2310500,1386300
2023-06-04,8021000,1604200,4010500,2406300
2023-10-20,7691000,1538200,3845500,2307300
2024-11-24,1338000,267600,669000,401400
2022-04-13,1311000,262200,655500,393300
2021-04-23,5728000,1145600,2864000,1718400
2024-12-14,5113000,1022600,2556500,1533900
2023-03-23,8797000,1759400,4398500,2639100
2021-02-28,3802000,760400,1901000,1140600
2023-11-23,9567000,1913400,4783500,2870100
2023-05-11,8504000,1700800,4252000,2551200
2024-04-25,6054000,1210800,3027000,1816200
2022-08-03,8789000,1757800,4394500,2636700
2023-07-03,4343000,868600,2171500,1302900
2023-02-02,5802000,1160400,2901000,1740600
2022-05-08,6782000,1356400,3391000,2034600
2024-01-18,7385000,1477000,3692500,2215500
2021-04-15,2041000,408200,1020500,612300
2023-04-30,3473000,694600,1736500,1041900
2024-05-21,3715000,743000,1857500,1114500
2024-11-03,588000,117600,294000,176400
2022-12-21,6063000,1212600,3031500,1818900
2021-05-24,6081000,1216200,3040500,1824300
2023-10-14,5062000,1012400,2531000,1518600
2021-02-15,2474000,494800,1237000,742200
2021-12-09,854000,170800,427000,256200
2024-12-17,6495000,1299000,3247500,1948500
2022-06-27,8392000,1678400,4196000,2517600
2021-10-10,5686000,1137200,2843000,1705800
2022-04-10,170000,34000,85000,51000
2022-10-17,6145000,1229000,3072500,1843500
2021-02-10,4126000,825200,2063000,1237800
2023-04-07,5608000,1121600,2804000,1682400
2024-12-04,7580000,1516000,3790000,2274000
2022-10-06,9419000,1883800,4709500,2825700
2024-07-03,5593000,1118600,2796500,1677900
2021-11-01,2034000,406800,1017000,610200
2021-02-19,2834000,566800,1417000,850200
2021-04-05,5144000,1028800,2572000,1543200
2022-11-05,5091000,1018200,2545500,1527300
2023-10-13,9714000,1942800,4857000,2914200
2023-08-08,2957000,591400,1478500,887100
2022-08-24,1290000,258000,645000,387000
2024-02-10,3282000,656400,1641000,984600
2024-01-16,3937000,787400,1968500,1181100
2024-02-23,1224000,244800,612000,367200
2024-11-21,3897000,779400,1948500,1169100
2024-07-11,324000,64800,162000,97200
2022-09-09,4115000,823000,2057500,1234500
2021-11-26,7083000,1416600,3541500,2124900
2023-10-14,8863000,1772600,4431500,2658900
2021-08-31,6115000,1223000,3057500,1834500
2024-08-11,6734000,1346800,3367000,2020200
2024-03-03,7413000,1482600,3706500,2223900
2023-04-11,2431000,486200,1215500,729300
2023-01-03,695000,139000,347500,208500
2022-03-28,811000,162200,405500,243300
2024-10-06,3632000,726400,1816000,1089600
2024-08-05,4287000,857400,2143500,1286100
2024-10-04,5714000,1142800,2857000,1714200
2024-08-11,4491000,898200,2245500,1347300
2022-07-22,1584000,316800,792000,475200
2022-05-12,1334000,266800,667000,400200
2024-07-13,5480000,1096000,2740000,1644000
2024-09-26,5911000,1182200,2955500,1773300
2024-09-22,3477000,695400,1738500,1043100
2021-05-12,9357000,1871400,4678500,2807100
2022-04-11,4645000,929000,2322500,1393500
2021-07-20,2658000,531600,1329000,797400
2021-05-06,4234000,846800,2117000,1270200
2024-05-26,8679000,1735800,4339500,2603700
2023-03-23,5030000,1006000,2515000,1509000
2024-07-03,8132000,1626400,4066000,2439600
2023-06-02,7118000,1423600,3559000,2135400
2023-12-01,450000,90000,225000,135000
2022-05-19,3022000,604400,1511000,906600
2024-06-17,4762000,952400,2381000,1428600
2023-07-09,8059000,1611800,4029500,2417700
2021-05-03,1956000,391200,978000,586800
2022-04-27,7383000,1476600,3691500,2214900
2021-01-21,4553000,910600,2276500,1365900
2021-03-01,740000,148000,370000,222000
2024-03-17,5028000,1005600,2514000,1508400
2021-01-26,1516000,303200,758000,454800
2023-08-18,7259000,1451800,3629500,2177700
2021-10-31,7641000,1528200,3820500,2292300
2024-04-08,6103000,1220600,3051500,1830900
2023-03-31,9379000,1875800,4689500,2813700
2022-10-18,560000,112000,280000,168000
2024-04-06,657000,131400,328500,197100
2023-04-11,9225000,1845000,4612500,2767500
2023-01-14,8053000,1610600,4026500,2415900
2021-01-27,7995000,1599000,3997500,2398500
2022-01-05,9827000,1965400,4913500,2948100
2023-10-30,4406000,881200,2203000,1321800
2024-01-19,1193000,238600,596500,357900
2023-09-11,8750000,1750000,4375000,2625000
2021-10-23,2331000,466200,1165500,699300
2023-03-15,5558000,1111600,2779000,1667400
2024-12-03,5410000,1082000,2705000,1623000
2022-03-17,7587000,1517400,3793500,2276100
2024-05-22,6651000,1330200,3325500,1995300
2021-08-28,1581000,316200,790500,474300
2024-04-28,5760000,1152000,2880000,1728000
2022-10-14,4838000,967600,2419000,1451400
2021-07-10,58000,11600,29000,17400
2021-03-16,2171000,434200,1085500,651300
2023-02-26,6340000,1268000,3170000,1902000
2023-12-16,2549000,509800,1274500,764700
2024-11-25,5429000,1085800,2714500,1628700
2023-04-08,5794000,1158800,2897000,1738200
2023-03-09,9544000,1908800,4772000,2863200
2022-12-11,293000,58600,146500,87900
2021-04-25,5082000,1016400,2541000,1524600
2023-09-28,6109000,1221800,3054500,1832700
2023-04-23,1224000,244800,612000,367200
2021-08-28,1675000,335000,837500,502500
2021-11-29,4848000,969600,2424000,1454400
2023-12-11,6161000,1232200,3080500,1848300
2023-12-27,8270000,1654000,4135000,2481000
2023-08-22,6130000,1226000,3065000,1839000
2022-06-06,3869000,773800,1934500,1160700
2024-08-29,8934000,1786800,4467000,2680200
2024-08-26,5937000,1187400,2968500,1781100
2021-07-16,2908000,581600,1454000,872400
2024-09-26,6726000,1345200,3363000,2017800
2021-12-03,8201000,1640200,4100500,2460300
2024-04-15,9832000,1966400,4916000,2949600
2023-08-16,8026000,1605200,4013000,2407800
2023-12-27,7007000,1401400,3503500,2102100
2024-09-30,578000,115600,289000,173400
2021-07-29,3967000,793400,1983500,1190100
2022-12-13,6872000,1374400,3436000,2061600
2024-07-29,4610000,922000,2305000,1383000
2022-12-28,7224000,1444800,3612000,2167200
2024-06-04,8877000,1775400,4438500,2663100
2021-02-08,3830000,766000,1915000,1149000
2023-11-27,592000,118400,296000,177600
2021-12-26,1376000,275200,688000,412800
2022-05-19,7875000,1575000,3937500,2362500
2024-11-16,6905000,1381000,3452500,2071500
2023-08-25,6883000,1376600,3441500,2064900
2024-10-18,6843000,1368600,3421500,2052900
2024-10-25,7057000,1411400,3528500,2117100
2024-07-31,2341000,468200,1170500,702300
2022-05-08,4391000,878200,2195500,1317300
2021-07-17,8171000,1634200,4085500,2451300
2021-08-22,9067000,1813400,4533500,2720100
2023-02-25,2964000,592800,1482000,889200
2023-08-15,9265000,1853000,4632500,2779500
2021-09-01,9502000,1900400,4751000,2850600
2024-10-28,8426000,1685200,4213000,2527800
2023-12-12,5458000,1091600,2729000,1637400
2021-12-29,1467000,293400,733500,440100
2022-09-21,8272000,1654400,4136000,2481600
2024-12-10,8721000,1744200,4360500,2616300
2021-09-17,2700000,540000,1350000,810000
2023-09-09,9608000,1921600,4804000,2882400
2023-03-27,2827000,565400,1413500,848100
2021-01-23,3220000,644000,1610000,966000
2022-02-17,7543000,1508600,3771500,2262900
2023-02-26,5585000,1117000,2792500,1675500
2023-09-15,1559000,311800,779500,467700
2023-11-06,4022000,804400,2011000,1206600
2024-06-08,4212000,842400,2106000,1263600
2023-03-18,2522000,504400,1261000,756600
2022-09-19,1704000,340800,852000,511200
2023-06-17,2402000,480400,1201000,720600
2022-07-27,9486000,1897200,4743000,2845800
2023-08-25,605000,121000,302500,181500
2021-09-08,6925000,1385000,3462500,2077500
2023-10-21,257000,51400,128500,77100
2022-07-18,8501000,1700200,4250500,2550300
2023-09-22,8483000,1696600,4241500,2544900
2023-01-06,6551000,1310200,3275500,1965300
2021-10-07,4312000,862400,2156000,1293600
2023-01-27,8904000,1780800,4452000,2671200
2023-12-06,4594000,918800,2297000,1378200
2022-07-23,5032000,1006400,2516000,1509600
2022-05-06,7437000,1487400,3718500,2231100
2023-05-07,4376000,875200,2188000,1312800
2022-05-22,4393000,878600,2196500,1317900
2021-10-21,632000,126400,316000,189600
2022-04-09,9804000,1960800,4902000,2941200
2024-03-16,2358000,471600,1179000,707400
2024-12-12,3312000,662400,1656000,993600
2023-01-20,8166000,1633200,4083000,2449800
2024-04-21,2991000,598200,1495500,897300
2021-11-18,7728000,1545600,3864000,2318400
2022-12-09,1625000,325000,812500,487500
2024-02-17,3202000,640400,1601000,960600
2021-06-30,3861000,772200,1930500,1158300
2024-07-31,8700000,1740000,4350000,2610000
2021-06-17,3732000,746400,1866000,1119600
2022-09-05,1169000,233800,584500,350700
2023-04-01,9996000,1999200,4998000,2998800
2022-12-24,3584000,716800,1792000,1075200
2021-12-11,1216000,243200,608000,364800
2022-03-20,6424000,1284800,3212000,1927200
2021-11-02,1855000,371000,927500,556500
2021-06-02,1080000,216000,540000,324000
