tipe_bbm,transmisi,Brand,price
Petrol,Manual,Hyundai i20 Sportz Option 1.2,6650000000.0
Petrol,Manual,Hyundai Santro Xing GLS,3500000000.0
Petrol,Manual,Tata Indica LSI,630000000.0
Petrol,Manual,Hyundai EON Era Plus,1440000000.0
Diesel,Automatic,Ford Endeavour 3.0L 4X4 AT,9000000000.0
Petrol,Manual,Hyundai Santro LE zipPlus,612000000.0
Petrol,Manual,Hyundai Grand i10 1.2 Kappa Asta,7000000000.0
Diesel,Manual,Hyundai Creta 1.4 EX Diesel,14700000000.0
Diesel,Manual,Hyundai Verna CRDi 1.6 SX,12600000000.0
Petrol,Manual,Maruti Alto LX,900000000.0
Diesel,Manual,Hyundai i20 Asta 1.4 CRDi,2700000000.0
Diesel,Manual,Tata Indigo LX,1260000000.0
Petrol,Manual,Ford Figo Aspire 1.2 Ti-VCT Trend,7700000000.0
Diesel,Manual,Mahindra XUV500 W8 4WD,5850000000.0
Diesel,Manual,Mitsubishi Pajero Sport 4X4,9225000000.0
Diesel,Manual,Ford Fiesta 1.5 TDCi Titanium,1755000000.0
Diesel,Automatic,BMW 3 Series 320d Sport,10681878375.0
Petrol,Automatic,Honda City i-VTEC CVT ZX,15960000000.0
Diesel,Manual,Chevrolet Beat Diesel LS,855000000.0
Diesel,Automatic,BMW 3 Series GT Luxury Line,16616255250.0
Petrol,Manual,Maruti Baleno Delta 1.2,8190000000.0
Petrol,Automatic,Maruti Baleno Alpha CVT,11550000000.0
Diesel,Manual,Hyundai i20 1.4 Magna Executive,2520000000.0
Petrol,Manual,Maruti Baleno Zeta,10150000000.0
Diesel,Manual,Mahindra Verito 1.5 D4 BSIV,4200000000.0
Petrol,Manual,Hyundai Xcent 1.2 Kappa S,5250000000.0
Petrol,Manual,Honda City VTEC,2790000000.0
Diesel,Manual,Maruti Swift Dzire VDi,3375000000.0
Diesel,Automatic,Ford Endeavour 3.2 Titanium AT 4X4,16616255250.0
Diesel,Manual,Tata Xenon XT EX 4X2,3600000000.0
Diesel,Manual,Nissan Terrano XL Plus 85 PS,7700000000.0
Petrol,Manual,Maruti Eeco 7 Seater Standard BSIV,3780000000.0
Diesel,Manual,Maruti Ertiga ZDI,4995000000.0
Diesel,Manual,Ford Ecosport 1.5 DV5 MT Ambiente,4500000000.0
Diesel,Automatic,Skoda Laura Elegance 1.9 TDI  AT,3600000000.0
Petrol,Manual,Hyundai EON 1.0 Era Plus,3920000000.0
Petrol,Manual,Tata Indica GLS BS IV,720000000.0
Diesel,Manual,Tata Indica DLS,495000000.0
Petrol,Manual,Maruti Alto 800 LXI Airbag,3500000000.0
Diesel,Manual,Mahindra Bolero SLX 2WD,2250000000.0
Diesel,Manual,Mahindra Jeep MM 540,855000000.0
Diesel,Manual,Mahindra Scorpio 1.99 S10,10150000000.0
Diesel,Manual,Mahindra Bolero Power Plus Plus AC BSIV PS,4480000000.0
Diesel,Automatic,Skoda Octavia Elegance 2.0 TDI AT,16616255250.0
Diesel,Manual,Chevrolet Beat Diesel LS,1440000000.0
Diesel,Manual,Honda Jazz 1.5 VX i DTEC,11060000000.0
Petrol,Manual,Honda City i-VTEC ZX,16616255250.0
Petrol,Manual,Maruti Swift LXI,1575000000.0
Diesel,Automatic,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,13300000000.0
Petrol,Manual,Maruti Celerio LXI MT BSIV,4760000000.0
Diesel,Manual,Renault Captur 1.5 Diesel RXT,11550000000.0
Petrol,Automatic,Audi A4 30 TFSI Technology,16616255250.0
Diesel,Manual,Honda Amaze VX Diesel BSIV,10920000000.0
Petrol,Automatic,Toyota Corolla Altis 1.8 VL AT,3150000000.0
Petrol,Manual,Honda Amaze VX Petrol BSIV,9660000000.0
Petrol,Manual,Maruti Alto 800 VXI,3430000000.0
Diesel,Manual,Honda Amaze VX Diesel BSIV,11060000000.0
Petrol,Manual,Honda Amaze VX i-VTEC,9520000000.0
Petrol,Manual,Hyundai Grand i10 Asta Option,7560000000.0
Petrol,Manual,Mahindra KUV 100 mFALCON G80 K2,5950000000.0
Petrol,Manual,Maruti Zen Estilo Sports,1260000000.0
Diesel,Manual,Maruti Ertiga ZDI Plus,15400000000.0
Diesel,Manual,Renault Lodgy 85PS RxL,10010000000.0
Diesel,Automatic,Audi Q3 2.0 TDI Quattro Premium Plus,16616255250.0
Petrol,Manual,Tata Zest Revotron 1.2T XMS,5600000000.0
Diesel,Automatic,Audi A6 2.0 TDI  Design Edition,16616255250.0
Petrol,Automatic,Audi Q5 2.0 TFSI Quattro Premium Plus,16616255250.0
Petrol,Manual,Hyundai Santro Xing XL eRLX Euro III,1034991000.0
Diesel,Manual,Ford EcoSport 1.5 TDCi Titanium BSIV,13300000000.0
Petrol,Manual,Datsun GO T Petrol,4340000000.0
Diesel,Manual,Mahindra Jeep CJ 500 DI,5175000000.0
Diesel,Manual,Renault Pulse RxZ,6860000000.0
Petrol,Manual,Hyundai Grand i10 Magna,6720000000.0
Diesel,Automatic,Land Rover Discovery Sport SD4 HSE Luxury,16616255250.0
Petrol,Manual,Renault KWID 1.0 RXT Optional,5180000000.0
Diesel,Manual,Maruti Baleno Alpha 1.3,11690000000.0
Petrol,Manual,Volkswagen Polo 2015-2019 1.2 MPI Highline,9100000000.0
Diesel,Manual,Toyota Etios VD,9380000000.0
Diesel,Automatic,Chevrolet Cruze LTZ AT,13300000000.0
Petrol,Manual,Honda City i-VTEC SV,9660000000.0
Petrol,Manual,Volkswagen Polo 2015-2019 1.2 MPI Highline,9380000000.0
Diesel,Manual,Tata Nexon 1.5 Revotorq XZ,12950000000.0
Petrol,Manual,Hyundai EON Magna Plus,3500000000.0
Diesel,Manual,Tata Sumo Gold EX,7139986000.0
Diesel,Manual,Honda City i DTEC VX,7280000000.0
Diesel,Manual,Tata Indica DLE,900000000.0
Diesel,Manual,Tata Indica DLS,765000000.0
Diesel,Manual,Tata Indigo LX,1170000000.0
Diesel,Manual,Ford EcoSport 1.5 TDCi Titanium BSIV,13300000000.0
Petrol,Manual,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,6300000000.0
Petrol,Manual,Honda City S,2880000000.0
Diesel,Manual,Maruti Swift Dzire VDI,6720000000.0
Diesel,Automatic,Mercedes-Benz New C-Class C 220 CDI Grand Edition,16616255250.0
Diesel,Manual,Toyota Innova 2.5 VX 8 STR,7110000000.0
Petrol,Manual,Maruti Omni MPI STD BSIV,1680000000.0
Petrol,Manual,Maruti Alto LXi,675000000.0
Petrol,Manual,Tata Indica GLS BS IV,891000000.0
Diesel,Manual,Maruti S-Cross Zeta DDiS 200 SH,14210000000.0
Diesel,Manual,Mahindra Xylo D4 BSIV,2250000000.0
Diesel,Manual,Toyota Innova Crysta 2.5 VX BS IV,4680000000.0
Diesel,Automatic,Hyundai Verna CRDi 1.6 AT SX Option,15400000000.0
Diesel,Manual,Toyota Innova 2.5 V Diesel 7-seater,1800000000.0
Diesel,Manual,Maruti Swift Dzire VDI,7350000000.0
Petrol,Manual,Hyundai i20 Asta 1.2,7000000000.0
Diesel,Manual,Mahindra Scorpio S2 7 Seater,9450000000.0
Petrol,Manual,Hyundai i10 Magna 1.2 iTech SE,1350000000.0
Diesel,Manual,Mahindra Bolero DI,2250000000.0
Petrol,Manual,Hyundai Grand i10 1.2 Kappa Sportz BSIV,6300000000.0
Petrol,Manual,Hyundai Santro Xing XS,1350000000.0
Diesel,Manual,Chevrolet Beat Diesel LS,1800000000.0
Diesel,Automatic,Mahindra Scorpio VLS AT 2.2 mHAWK,4725000000.0
Petrol,Manual,Maruti Esteem VX,540000000.0
Diesel,Manual,Maruti Swift Vdi BSIII,1620000000.0
Diesel,Manual,Honda Amaze S i-Dtech,6650000000.0
Diesel,Automatic,Mahindra Scorpio VLS AT 2.2 mHAWK,3420000000.0
Petrol,Manual,Maruti Alto 800 LXI,3990000000.0
Petrol,Manual,Maruti Alto LXi BSIII,820800000.0
Diesel,Manual,Hyundai Grand i10 CRDi Sportz,5600000000.0
Petrol,Automatic,Hyundai Santro Xing XG AT,1440000000.0
Diesel,Manual,Skoda Yeti Ambition 4X2,5850000000.0
Diesel,Manual,Hyundai Verna 1.6 SX,3689991000.0
Diesel,Manual,Ford Ecosport 1.5 DV5 MT Titanium,3825000000.0
CNG,Manual,Maruti Wagon R LXI CNG,2250000000.0
Petrol,Manual,Maruti Swift Dzire VXi,1800000000.0
Diesel,Manual,Volkswagen Polo Diesel Trendline 1.2L,1170000000.0
Petrol,Manual,Maruti Eeco 5 Seater AC BSIV,3640000000.0
Petrol,Manual,Hyundai Verna SX,1395000000.0
Diesel,Manual,Honda Jazz 1.5 VX i DTEC,6300000000.0
Petrol,Manual,Maruti SX4 Celebration Petrol,1980000000.0
Diesel,Manual,Hyundai i20 Active S Diesel,9100000000.0
Petrol,Manual,Maruti Alto 800 LXI,3990000000.0
Petrol,Automatic,Honda Amaze V CVT Petrol BSIV,10150000000.0
Petrol,Manual,Maruti Ciaz ZXi,8750000000.0
Petrol,Manual,Hyundai i20 Active SX Petrol,7700000000.0
Petrol,Manual,Hyundai i10 Magna,2160000000.0
Diesel,Manual,Nissan Terrano XL 85 PS,8400000000.0
Diesel,Manual,Tata New Safari DICOR 2.2 EX 4x2,3150000000.0
Petrol,Manual,Hyundai EON Magna Plus,3430000000.0
Diesel,Manual,Mahindra Bolero B6,8400000000.0
Diesel,Automatic,BMW X1 sDrive 20d xLine,16616255250.0
Diesel,Manual,Mahindra Scorpio SLE BS IV,8680000000.0
Petrol,Manual,Maruti Swift Dzire 1.2 Vxi BSIV,5530000000.0
Petrol,Manual,Maruti Ertiga ZXI,8890000000.0
Petrol,Manual,Maruti Alto LX,1620000000.0
Diesel,Manual,Maruti Swift ZDI Plus,6789986000.0
Petrol,Manual,Maruti Alto LX,990000000.0
Petrol,Manual,Maruti Wagon R VXI BSIII,1350000000.0
Diesel,Manual,Chevrolet Tavera Neo 2 LT L 9 Str,3600000000.0
Diesel,Manual,Tata Indica Vista Aura Plus 1.3 Quadrajet,1800000000.0
Diesel,Manual,Renault Duster 85PS Diesel RxL Plus,2718000000.0
Diesel,Manual,Maruti Swift Dzire Vdi BSIV,1935000000.0
Petrol,Manual,Maruti Wagon R VXI BSIII,1395000000.0
Diesel,Manual,Toyota Innova 2.5 G (Diesel) 8 Seater,14000000000.0
Diesel,Manual,Mahindra Bolero Power Plus SLX,7700000000.0
Petrol,Manual,Maruti Swift 1.3 VXi,1800000000.0
Diesel,Manual,Mahindra Scorpio S2 7 Seater,10500000000.0
Petrol,Manual,Maruti Zen LXI,810000000.0
Petrol,Manual,Maruti Wagon R LXI Minor,720000000.0
Petrol,Manual,Hyundai EON D Lite Plus,2069991000.0
Petrol,Manual,Renault KWID 1.0 RXT Optional,4900000000.0
Petrol,Manual,Hyundai Grand i10 Magna,4550000000.0
Petrol,Manual,Tata Tigor 1.2 Revotron XT,6300000000.0
Diesel,Manual,Maruti SX4 Celebration Diesel,2250000000.0
Diesel,Manual,Volkswagen Polo Diesel Comfortline 1.2L,2025000000.0
Petrol,Manual,Maruti Alto LXi,1350000000.0
Petrol,Manual,Maruti Alto LX BSIII,990000000.0
Petrol,Manual,Maruti Alto LXi BSIII,1350000000.0
Petrol,Manual,Maruti Gypsy King Hard Top,1485000000.0
Diesel,Manual,Renault Duster 85PS Diesel RxL,8540000000.0
Diesel,Manual,Tata Manza Club Class Quadrajet90 VX,1530000000.0
Diesel,Manual,Hyundai Verna CRDi,1350000000.0
Diesel,Manual,Hyundai Xcent 1.1 CRDi Base,5250000000.0
Diesel,Manual,Maruti Swift VDI,3510000000.0
Petrol,Manual,Hyundai i20 Active 1.2 S,8400000000.0
Petrol,Manual,Maruti Alto 800 LXI,2869986000.0
Diesel,Manual,Hyundai Verna CRDi,2430000000.0
Petrol,Manual,Hyundai Grand i10 Sportz,5250000000.0
Petrol,Manual,Maruti Baleno Zeta,9800000000.0
Petrol,Manual,Maruti Swift VXI Deca,6370000000.0
Petrol,Manual,Hyundai i10 Sportz 1.1L,5250000000.0
Petrol,Manual,Hyundai Grand i10 Asta,4774000000.0
Diesel,Manual,Maruti Swift Dzire VDI,2800000000.0
Petrol,Automatic,Maruti Ignis 1.2 AMT Delta BSIV,6300000000.0
Petrol,Manual,Hyundai Santro Xing GL Plus,1530000000.0
Diesel,Manual,Toyota Innova Crysta 2.4 VX MT 8S BSIV,16616255250.0
Diesel,Manual,Mahindra Bolero Power Plus LX,7000000000.0
Diesel,Manual,Maruti Vitara Brezza ZDi Plus,11479986000.0
Petrol,Manual,Maruti Swift 1.2 DLX,4914000000.0
Petrol,Manual,Hyundai i10 Magna 1.2 iTech SE,1755000000.0
Diesel,Manual,Maruti Swift Dzire VDi,2250000000.0
Petrol,Manual,Maruti Zen Estilo 1.1 VXI BSIII,1080000000.0
Petrol,Manual,Maruti A-Star Vxi,1620000000.0
Diesel,Manual,Mahindra KUV 100 mFALCON D75 K6,6020000000.0
Petrol,Manual,Tata Nano Cx BSIV,675000000.0
Diesel,Manual,Mahindra Xylo D4,10500000000.0
Petrol,Manual,Tata Nano Lx,540000000.0
Diesel,Manual,Toyota Innova 2.5 VX (Diesel) 8 Seater,16616255250.0
Diesel,Manual,Mahindra Bolero SLX 2WD BSIII,3510000000.0
Diesel,Manual,Mahindra TUV 300 T4,8820000000.0
Diesel,Manual,Tata Safari Storme VX Varicor 400,15190000000.0
Petrol,Manual,Hyundai i10 Magna 1.2 iTech SE,1710000000.0
Petrol,Automatic,Maruti Baleno Delta Automatic,7700000000.0
Petrol,Manual,Maruti Alto 800 LXI,1800000000.0
Petrol,Manual,Chevrolet Spark 1.0 LT,1485000000.0
Diesel,Manual,Ford Figo Diesel Celebration Edition,2340000000.0
Petrol,Manual,Maruti Alto LX,1359000000.0
Diesel,Manual,Maruti Vitara Brezza VDi,10920000000.0
Diesel,Manual,Tata Indica Vista Quadrajet LX,1575000000.0
Diesel,Manual,Tata Indica Vista TDI LS,1530000000.0
Diesel,Manual,Tata Indica Vista TDI LS,1890000000.0
Petrol,Manual,Maruti Alto LXi,810000000.0
Petrol,Manual,Hyundai i20 Active S Petrol,7490000000.0
Diesel,Manual,Maruti Swift VDI BSIV,1755000000.0
Diesel,Manual,Tata Indica Vista Terra Quadrajet 1.3L,1260000000.0
Petrol,Manual,Nissan Sunny XL,3150000000.0
Petrol,Manual,Hyundai Verna 1.6 SX VTVT (O),3825000000.0
Petrol,Manual,Renault KWID 1.0 RXT Optional,4200000000.0
Diesel,Manual,Volkswagen Vento Diesel Style Limited Edition,3060000000.0
Petrol,Manual,Maruti Swift Dzire VXi,2250000000.0
Petrol,Manual,Chevrolet Aveo 1.4 LS,1530000000.0
Diesel,Manual,Honda Amaze S i-Dtech,2835000000.0
Petrol,Manual,Chevrolet Beat PS,2800000000.0
Petrol,Manual,Chevrolet Beat PS,4200000000.0
Diesel,Manual,Honda Amaze S i-Dtech,4200000000.0
Petrol,Manual,Honda City E,3420000000.0
Petrol,Manual,Maruti Swift VXI BSIII,2250000000.0
Diesel,Manual,Honda Amaze S i-Dtech,2790000000.0
Petrol,Manual,Maruti Wagon R VXI Minor ABS,2340000000.0
Petrol,Manual,Maruti Omni BSIII 8-STR W/ IMMOBILISER,1350000000.0
Petrol,Manual,Maruti Esteem Vxi - BSIII,765000000.0
Petrol,Manual,Maruti Alto 800 LXI,3920000000.0
Diesel,Manual,Mahindra Xylo H4 ABS,11900000000.0
Petrol,Manual,Datsun GO Plus T Option BSIV,5250000000.0
Diesel,Manual,Hyundai Elantra CRDi (Leather Option),1125000000.0
Diesel,Manual,Chevrolet Beat Diesel LT,2250000000.0
Diesel,Manual,Toyota Corolla Altis D-4D J,10010000000.0
Diesel,Manual,Hyundai i20 1.4 CRDi Era,1980000000.0
Diesel,Manual,Tata Indica Vista Aqua 1.3 Quadrajet,990000000.0
Petrol,Manual,Hyundai Verna XXi (Petrol),1350000000.0
Diesel,Manual,Nissan Sunny Diesel XV,2700000000.0
Petrol,Manual,Datsun RediGO T Option,3080000000.0
Petrol,Manual,Maruti Wagon R LX,675000000.0
Diesel,Manual,Tata Indigo LS,900000000.0
Petrol,Manual,Ford Figo Aspire 1.2 Ti-VCT Trend,5320000000.0
Petrol,Manual,Hyundai Santro Xing XK (Non-AC),900000000.0
Petrol,Manual,Volkswagen Passat 1.8 TSI MT,4320000000.0
Diesel,Manual,Toyota Etios GD,2700000000.0
Diesel,Manual,Chevrolet Beat Diesel LS,1710000000.0
Diesel,Manual,Ford Figo Diesel LXI,1710000000.0
Petrol,Manual,Ford EcoSport 1.5 Ti VCT MT Trend BSIV,9100000000.0
Petrol,Manual,Toyota Corolla Executive (HE),2700000000.0
Diesel,Manual,Ford Freestyle Titanium Diesel BSIV,9800000000.0
Petrol,Manual,Hyundai i10 Sportz 1.1L,4340000000.0
Petrol,Manual,Maruti Ignis 1.2 Zeta BSIV,7000000000.0
Petrol,Manual,Toyota Etios V,3735000000.0
Petrol,Automatic,Maruti Celerio VXI AT,5530000000.0
Petrol,Manual,Toyota Etios Liva 1.2 G,6020000000.0
Petrol,Manual,Toyota Corolla H6,1935000000.0
Diesel,Manual,Renault Duster RXL AWD,7700000000.0
Diesel,Manual,Volkswagen Polo 1.5 TDI Trendline,5810000000.0
Diesel,Manual,Volkswagen Polo 1.5 TDI Comfortline,6300000000.0
Diesel,Manual,Ford Figo Diesel EXI,3990000000.0
Petrol,Automatic,Honda Jazz VX CVT,8120000000.0
Diesel,Manual,Maruti Swift Dzire Tour LDI,4200000000.0
Diesel,Manual,Hyundai Verna CRDi 1.6 SX Option,16616255250.0
Petrol,Manual,Maruti 800 Std MPFi,702000000.0
Diesel,Manual,Tata Zest Quadrajet 1.3 75PS XE,5600000000.0
Diesel,Manual,Hyundai Verna 1.6 CRDI SX Option,11900000000.0
Diesel,Manual,Volkswagen Vento Diesel Highline,4050000000.0
Diesel,Automatic,Mercedes-Benz E-Class E250 CDI Blue Efficiency,10681878375.0
Diesel,Manual,Toyota Etios 1.4 VXD,10920000000.0
Diesel,Automatic,Toyota Fortuner 2.8 2WD AT BSIV,16616255250.0
Petrol,Manual,Maruti Alto 800 VXI,4900000000.0
Diesel,Manual,Mahindra Quanto C6,2565000000.0
Diesel,Manual,Volkswagen Vento 1.5 TDI Highline,7350000000.0
Diesel,Manual,Maruti Ciaz ZDi,7700000000.0
Diesel,Manual,Volkswagen Ameo 1.5 TDI Comfortline,8120000000.0
Petrol,Manual,Tata Nano CX SE,675000000.0
Diesel,Manual,Tata Manza Aura Quadrajet,1665000000.0
Petrol,Manual,Maruti Omni E 8 Str STD,990000000.0
Petrol,Manual,Honda City 1.5 EXI,1620000000.0
Diesel,Manual,Volkswagen Polo Diesel Comfortline 1.2L,3150000000.0
Petrol,Manual,Chevrolet Optra 1.6 LS,540000000.0
Diesel,Manual,Mahindra TUV 300 T10,9730000000.0
Diesel,Automatic,Mahindra Alturas G4 4X2 AT BSIV,16616255250.0
Petrol,Manual,Maruti Zen Estilo LX BSIII,1215000000.0
Diesel,Manual,Mahindra Bolero Power Plus Plus AC BSIV PS,8960000000.0
Petrol,Manual,Maruti Alto 800 VXI,2240000000.0
Petrol,Manual,Tata Indica LXI,720000000.0
Diesel,Manual,Maruti Swift Dzire VDI,3060000000.0
Diesel,Manual,Maruti Ritz VDi,990000000.0
Diesel,Manual,Tata Sumo Gold EX,2250000000.0
Diesel,Manual,Toyota Innova Crysta 2.4 VX MT BSIV,16616255250.0
Diesel,Manual,Mahindra Quanto C6,3500000000.0
Diesel,Manual,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,4050000000.0
Petrol,Manual,Maruti Wagon R LX Minor,2160000000.0
Petrol,Manual,Maruti Wagon R VXI Optional,3850000000.0
Diesel,Manual,Tata Sumo Victa CX 7/9 Str BSII,2880000000.0
Petrol,Manual,Maruti Alto LX BSIII,675000000.0
Petrol,Manual,Tata Indica GLS BS IV,765000000.0
Diesel,Manual,Tata Indica Vista Aqua TDI BSIII,810000000.0
Petrol,Manual,Maruti Wagon R LXI Minor,765000000.0
Diesel,Manual,Mahindra Scorpio M2DI,3150000000.0
Diesel,Automatic,Skoda Superb Elegance 2.0 TDI CR AT,3195000000.0
Petrol,Manual,Maruti Swift VXI,8666000000.0
Diesel,Manual,Jeep Compass 2.0 Longitude Option BSIV,16616255250.0
Diesel,Manual,Tata Indica DL,495000000.0
Petrol,Manual,Ford Fiesta 1.6 ZXi Leather,855000000.0
Diesel,Manual,Volkswagen Vento Diesel Highline,2700000000.0
Petrol,Manual,Ford Fiesta 1.6 ZXi Leather,729000000.0
Diesel,Automatic,Skoda Superb Elegance 2.0 TDI CR AT,14000000000.0
Diesel,Manual,Maruti Ertiga VDI,12950000000.0
Diesel,Manual,Mahindra Bolero Power Plus Plus AC BSIV PS,6300000000.0
Diesel,Manual,Mahindra Scorpio EX,8400000000.0
Petrol,Automatic,Hyundai Santro Xing XL AT eRLX Euro III,765000000.0
Diesel,Manual,Mahindra Thar DI 4X4 PS,9800000000.0
Petrol,Manual,Hyundai Grand i10 1.2 Kappa Magna BSIV,6804000000.0
Diesel,Manual,Maruti Swift VDI,3600000000.0
Petrol,Manual,Ford Fiesta 1.4 Duratec ZXI,1080000000.0
Petrol,Manual,Maruti Alto 800 LXI,3850000000.0
Diesel,Manual,Hyundai i20 Asta Option 1.4 CRDi,8120000000.0
Petrol,Manual,Maruti Swift Dzire LXI,5250000000.0
Petrol,Manual,Maruti Wagon R VXI BS IV with ABS,3219986000.0
Petrol,Manual,Maruti Alto LX,990000000.0
Diesel,Manual,Maruti Swift Dzire VDI,8400000000.0
Petrol,Manual,Maruti A-Star Vxi,1080000000.0
Diesel,Manual,Ford Figo Diesel Titanium,1800000000.0
Diesel,Manual,Hyundai Verna 1.6 SX CRDi (O),4050000000.0
Diesel,Manual,Hyundai Verna 1.6 SX CRDi (O),4950000000.0
Petrol,Manual,Maruti Alto LX,1980000000.0
Petrol,Manual,Maruti 800 EX,360000000.0
Petrol,Automatic,Renault KWID Climber 1.0 AMT,4200000000.0
Diesel,Manual,Mahindra Bolero Power Plus SLE,8820000000.0
Diesel,Manual,Maruti Swift Dzire VDI,8540000000.0
Petrol,Manual,Hyundai Xcent 1.2 VTVT S,9240000000.0
LPG,Manual,Maruti Wagon R LXI LPG BSIV,1980000000.0
Diesel,Manual,Nissan Micra Diesel XV Premium,1242000000.0
Diesel,Manual,Nissan Micra Diesel XV Premium,1890000000.0
Petrol,Manual,Maruti Zen LXi - BS III,1125000000.0
Petrol,Manual,Maruti Alto LXi BSIII,1125000000.0
Diesel,Manual,Honda City i DTEC SV,10150000000.0
Petrol,Manual,Maruti Alto K10 2010-2014 VXI,1530000000.0
Diesel,Manual,Toyota Innova 2.5 VX (Diesel) 7 Seater,16616255250.0
Petrol,Manual,Maruti Wagon R VXI BSIII,630000000.0
Petrol,Manual,Maruti Alto LXi,900000000.0
Petrol,Manual,Honda Civic 1.8 (E) MT,2700000000.0
Diesel,Manual,Maruti Swift VDI,4050000000.0
Diesel,Manual,Maruti Swift Dzire VDI,7420000000.0
Petrol,Manual,Maruti Zen Estilo 1.1 LXI BSIII,900000000.0
Petrol,Manual,Honda City 1.5 V MT,3150000000.0
Diesel,Manual,Tata Manza ELAN Quadrajet BS IV,1485000000.0
Diesel,Manual,Maruti Swift Dzire ZDI,6650000000.0
Diesel,Manual,Mahindra Xylo E4 ABS BS IV,3150000000.0
Petrol,Manual,Renault KWID RXL,3219986000.0
Diesel,Manual,Honda WR-V i-DTEC VX,11200000000.0
Diesel,Manual,Maruti Swift Dzire ZDI,6650000000.0
Diesel,Manual,Nissan Terrano XL 110 PS,5950000000.0
Diesel,Manual,Maruti Ciaz VDi Plus,9240000000.0
Petrol,Automatic,Honda Amaze S CVT Petrol,8540000000.0
Petrol,Manual,Honda Brio S MT,2160000000.0
Petrol,Manual,Maruti Esteem Lxi,630000000.0
Diesel,Manual,Toyota Corolla Altis Diesel D4DGL,4950000000.0
Petrol,Manual,Tata Indica Vista Aura 1.2 Safire,900000000.0
Diesel,Manual,Mahindra Bolero SLE,3150000000.0
Petrol,Manual,Hyundai EON Era Plus,1800000000.0
Petrol,Automatic,Hyundai Elite i20 Asta Option CVT BSIV,10080000000.0
Diesel,Manual,Maruti Ritz VDi,4900000000.0
Petrol,Manual,Maruti Wagon R VXI BS IV,5600000000.0
Petrol,Manual,Hyundai i20 Active 1.2 S,7980000000.0
Petrol,Manual,Maruti Omni MPI STD BSIV,1820000000.0
Petrol,Manual,Maruti Alto 800 LXI,2940000000.0
Diesel,Manual,Hyundai Creta 1.4 E Plus,11200000000.0
Diesel,Manual,Honda Jazz 1.5 E i DTEC,9800000000.0
Diesel,Manual,Tata Indica Vista Quadrajet VX,1800000000.0
Diesel,Manual,Tata Aria Pure LX 4x2,6930000000.0
Diesel,Manual,Ford Fiesta Classic 1.4 Duratorq CLXI,4550000000.0
Petrol,Manual,Ford Freestyle Trend Petrol BSIV,9100000000.0
Diesel,Manual,Mahindra Jeep MM 775 XDB,1395000000.0
Petrol,Manual,Maruti 800 AC BSIII,675000000.0
Diesel,Manual,Hyundai Grand i10 1.2 CRDi Magna,4900000000.0
Petrol,Manual,Maruti Zen Estilo LX BSIV,810000000.0
Diesel,Manual,Maruti Ertiga SHVS VDI,8400000000.0
Diesel,Manual,Mahindra Scorpio SLE BSIII,3600000000.0
Diesel,Manual,Maruti Swift VDI BSIV,5180000000.0
Petrol,Manual,Maruti 800 DX,450000000.0
Petrol,Manual,Honda City 1.5 GXI,1125000000.0
Diesel,Automatic,Honda CR-V Diesel 4WD,16616255250.0
Petrol,Automatic,Hyundai Grand i10 1.2 Kappa Magna AT,9100000000.0
Petrol,Automatic,Maruti Ertiga BSIV VXI AT,11200000000.0
Petrol,Manual,Volkswagen Polo 1.0 TSI Highline Plus,11228000000.0
Diesel,Automatic,Audi A4 35 TDI Premium,16616255250.0
Diesel,Manual,Hyundai Xcent 1.1 CRDi SX,6020000000.0
Petrol,Manual,Hyundai Verna 1.6 SX VTVT,9100000000.0
Diesel,Manual,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,1530000000.0
Diesel,Automatic,Skoda Superb Elegance 2.0 TDI CR AT,4050000000.0
Petrol,Manual,Maruti Alto 800 LXI,2250000000.0
Petrol,Manual,Ford Ecosport 1.0 Ecoboost Titanium,7700000000.0
Diesel,Automatic,Jaguar XF 3.0 Litre S Premium Luxury,10681878375.0
Petrol,Manual,Maruti Zen Estilo VXI BSIII,1260000000.0
Petrol,Manual,Chevrolet Beat LT,1395000000.0
Petrol,Manual,Hyundai Accent Executive,1080000000.0
Diesel,Manual,Toyota Innova 2.5 E 8 STR,2583000000.0
Diesel,Manual,Maruti Baleno Alpha 1.3,9450000000.0
Petrol,Manual,Hyundai i10 Magna 1.2 iTech SE,2115000000.0
Diesel,Manual,Hyundai i20 1.4 CRDi Asta,2700000000.0
Petrol,Automatic,Nissan Micra XL CVT,6089986000.0
Diesel,Automatic,Mahindra Scorpio VLX AT 2WD BSIII,2025000000.0
Petrol,Manual,Toyota Corolla AE,1440000000.0
Petrol,Manual,Hyundai Grand i10 Nios Sportz,8400000000.0
Diesel,Manual,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,6580000000.0
Petrol,Manual,Maruti Swift Dzire VXi,2700000000.0
Petrol,Manual,Maruti Baleno Delta 1.2,8400000000.0
Petrol,Automatic,Hyundai Grand i10 Nios AMT Magna,8960000000.0
Diesel,Manual,Tata Indica DLS,450000000.0
Petrol,Manual,Hyundai Verna 1.6 VTVT S,8400000000.0
LPG,Manual,Hyundai i10 Magna LPG,4060000000.0
Petrol,Manual,Hyundai Verna 1.6 VTVT S,8400000000.0
