price_in_rp,pendapatan,tabungan,DP,Tenor,Suku_Bunga,Cicilan_Bulanan
960000000.0,5648000,1129600,192000000.0,25,6.5,5185590.999149888
1400000000.0,7739000,1547800,210000000.0,5,8.5,24414672.279191002
500000000.0,906000,181200,125000000.0,25,5.0,2192212.6556549254
900000000.0,6069000,1213800,135000000.0,20,6.0,5480697.597358023
1150000000.0,8561000,1712200,230000000.0,20,5.5,6328563.232304958
1400000000.0,5979000,1195800,350000000.0,10,7.5,12463685.759264575
1080000000.0,1226000,245200,270000000.0,15,9.0,8215559.331710426
930000000.0,2940000,588000,93000000.0,15,7.0,7523192.627034796
900000000.0,632000,126400,135000000.0,10,8.5,9484905.198900104
1150000000.0,358000,71600,172500000.0,20,9.0,8794821.218435416
530000000.0,265000,53000,106000000.0,5,6.5,8296046.844740955
599000000.0,4961000,992200,59900000.0,15,9.5,5629415.265318704
1400000000.0,8913000,1782600,280000000.0,5,8.5,22978515.08629741
500000000.0,9823000,1964600,75000000.0,20,7.0,3295020.4763802104
1080000000.0,3220000,644000,162000000.0,25,5.5,5637323.179143867
930000000.0,5528000,1105600,93000000.0,15,7.0,7523192.627034796
900000000.0,2562000,512400,90000000.0,10,5.5,8790628.514798868
530000000.0,4542000,908400,53000000.0,20,7.0,3698175.922902025
530000000.0,7943000,1588600,79500000.0,20,9.0,4053265.431105018
530000000.0,4952000,990400,106000000.0,10,9.5,5486456.440576986
500000000.0,248000,49600,75000000.0,15,8.0,4061521.358404015
1080000000.0,490000,98000,108000000.0,10,9.0,12312885.208524188
930000000.0,5899000,1179800,139500000.0,25,8.0,6101207.214143609
900000000.0,6142000,1228400,135000000.0,20,5.0,5048661.40500744
960000000.0,5826000,1165200,240000000.0,20,7.0,5582152.336455886
1400000000.0,8169000,1633800,140000000.0,20,10.0,12159272.727932513
530000000.0,5877000,1175400,106000000.0,15,10.0,4556325.699082419
1080000000.0,1423000,284600,216000000.0,20,6.0,6189964.345251413
1150000000.0,6000000,1200000,172500000.0,25,7.0,6908766.653364012
800000000.0,3471000,694200,200000000.0,15,6.5,5226644.191784194
637000000.0,5445000,1089000,159250000.0,15,6.5,4161715.437708164
755000000.0,2921000,584200,151000000.0,15,7.5,5599154.654416495
685000000.0,8621000,1724200,171250000.0,20,8.0,4297210.8544539325
438000000.0,6419000,1283800,109500000.0,10,6.5,3730051.0516778748
438000000.0,3750000,750000,43800000.0,20,9.5,3674461.1424397435
1090000000.0,7559000,1511800,218000000.0,25,8.5,7021580.167789785
570000000.0,2840000,568000,114000000.0,5,8.5,9355538.285135375
600000000.0,4106000,821200,90000000.0,25,6.0,3285937.1475761235
435000000.0,7276000,1455200,43500000.0,20,6.0,2804827.5939420466
960000000.0,5167000,1033400,144000000.0,10,6.5,9265514.941154173
466000000.0,7881000,1576200,93200000.0,25,7.0,2634872.8474415382
400000000.0,5556000,1111200,40000000.0,15,5.0,2846857.0562695675
400000000.0,9410000,1882000,40000000.0,20,8.5,3124163.6401159223
400000000.0,327000,65400,60000000.0,15,8.5,3348114.4969470175
500000000.0,8248000,1649600,125000000.0,5,6.5,7337305.582023251
1620000000.0,7809000,1561800,162000000.0,10,7.5,17306717.94000738
375000000.0,4858000,971600,56250000.0,5,7.5,6387096.114855001
1620000000.0,6739000,1347800,162000000.0,25,9.5,12738497.315383663
810000000.0,9306000,1861200,121500000.0,20,6.5,5133271.038021463
1140000000.0,4934000,986800,228000000.0,20,9.0,8205500.717353554
1080000000.0,3082000,616400,216000000.0,10,7.0,10031772.60448909
195000000.0,780000,156000,19500000.0,5,6.5,3433859.0123868813
500000000.0,8361000,1672200,50000000.0,20,5.0,2969800.8264749646
100000000.0,2994000,598800,10000000.0,5,7.5,1803415.373606118
200000000.0,1722000,344400,30000000.0,10,10.0,2246562.5269899527
275000000.0,8802000,1760400,27500000.0,5,6.0,4784868.3785334965
400000000.0,879000,175800,80000000.0,5,7.0,6336383.53291183
400000000.0,2590000,518000,80000000.0,20,5.5,2201239.3851495506
456000000.0,9146000,1829200,91200000.0,20,9.5,3400414.573216688
473000000.0,6493000,1298600,47300000.0,25,8.0,3285621.6458708844
275000000.0,2608000,521600,55000000.0,5,5.0,4151671.4016824174
275000000.0,7661000,1532200,68750000.0,15,7.5,1911962.9925056326
160000000.0,778000,155600,32000000.0,25,7.0,904677.3725121161
399000000.0,4921000,984200,39900000.0,25,5.0,2099262.839055157
225000000.0,1339000,267800,22500000.0,5,7.0,4009742.7044207673
790000000.0,4380000,876000,197500000.0,10,7.5,7033079.821299296
150000000.0,6161000,1232200,37500000.0,10,6.5,1277414.7437252996
135000000.0,3225000,645000,33750000.0,10,5.5,1098828.5643498586
437000000.0,2089000,417800,87400000.0,10,6.5,3969637.283612131
250000000.0,9983000,1996600,25000000.0,5,7.0,4455269.671578631
125000000.0,5302000,1060400,25000000.0,25,10.0,908700.7455400612
135000000.0,2700000,540000,13500000.0,10,9.5,1572180.3243634526
100000000.0,501000,100200,25000000.0,20,9.5,699098.3908751414
150000000.0,8066000,1613200,22500000.0,20,10.0,1230402.5974693613
100000000.0,2159000,431800,15000000.0,10,9.0,1076744.076877115
172000000.0,7864000,1572800,25800000.0,5,6.0,2826455.583602413
2400000000.0,7535000,1507000,600000000.0,10,6.5,20438635.899604794
650000000.0,6944000,1388800,162500000.0,10,7.0,5660288.361907908
1700000000.0,379000,75800,170000000.0,25,5.5,9395538.631906446
650000000.0,1367000,273400,97500000.0,15,8.5,5440686.057538903
800000000.0,7929000,1585800,120000000.0,5,7.0,13464815.007437639
840000000.0,714000,142800,210000000.0,25,9.5,5504288.963437386
945000000.0,7832000,1566400,236250000.0,15,10.0,7616263.771756286
1020000000.0,9502000,1900400,102000000.0,5,7.0,18177500.260040812
1080000000.0,1061000,212200,162000000.0,20,8.0,7678519.833360021
699000000.0,5422000,1084400,69900000.0,5,5.5,12016541.122268094
810000000.0,8917000,1783400,202500000.0,15,6.5,5291977.244181496
1380000000.0,8831000,1766200,276000000.0,10,8.5,13688020.051746031
699000000.0,4483000,896600,174750000.0,25,8.0,4046246.5300629814
1500000000.0,9229000,1845800,150000000.0,25,9.0,11329150.909070361
1080000000.0,8558000,1711600,162000000.0,5,5.0,17323792.48520209
810000000.0,1993000,398600,202500000.0,15,6.5,5291977.244181496
1080000000.0,5553000,1110600,216000000.0,20,10.0,8337787.013439437
780000000.0,7762000,1552400,156000000.0,5,9.5,13105161.457262602
800000000.0,1258000,251600,160000000.0,5,6.5,12522334.859986348
840000000.0,2767000,553400,210000000.0,20,7.0,4884383.294398901
699000000.0,4787000,957400,104850000.0,15,10.0,6384766.306862782
650000000.0,937000,187400,97500000.0,20,5.5,3800577.375922271
1140000000.0,9763000,1952600,285000000.0,10,8.0,10373509.317383088
1140000000.0,5749000,1149800,285000000.0,25,6.5,5773021.229522336
1380000000.0,2772000,554400,207000000.0,10,9.0,14859068.26090419
1080000000.0,4256000,851200,216000000.0,25,8.0,6668492.135382768
1140000000.0,4093000,818600,114000000.0,10,5.0,10882321.86352915
1140000000.0,5883000,1176600,171000000.0,15,6.5,8441030.369731473
1380000000.0,54000,10800,345000000.0,20,9.0,9312163.643049262
1620000000.0,9094000,1818800,405000000.0,20,6.0,8704637.3605098
810000000.0,5344000,1068800,81000000.0,15,7.0,6552458.094514178
695000000.0,739000,147800,69500000.0,5,9.0,12984351.194084348
450000000.0,3998000,799600,67500000.0,15,8.5,3766628.8090653946
850000000.0,7791000,1558200,212500000.0,15,10.0,6850607.625389251
655000000.0,3964000,792800,131000000.0,25,9.0,4397388.94544657
545000000.0,9259000,1851800,81750000.0,20,5.0,3057244.9619211713
2000000000.0,1436000,287200,500000000.0,10,6.0,16653075.291247677
649000000.0,2627000,525400,97350000.0,20,8.0,4614221.640602456
2900000000.0,8457000,1691400,580000000.0,25,7.0,16397277.376782106
688000000.0,9718000,1943600,68800000.0,15,5.5,5059380.7510140585
1350000000.0,9771000,1954200,337500000.0,5,6.5,19810725.071462777
400000000.0,2760000,552000,40000000.0,25,7.0,2544405.110190327
200000000.0,6891000,1378200,30000000.0,25,6.5,1147852.174290991
575000000.0,6956000,1391200,143750000.0,20,6.5,3215284.1469088686
1500000000.0,9707000,1941400,300000000.0,25,6.0,7731616.817826174
644000000.0,9694000,1938800,96600000.0,5,8.0,11099298.233477741
500000000.0,5505000,1101000,50000000.0,15,8.0,4300434.379486605
600000000.0,101000,20200,90000000.0,20,6.5,3802422.9911270095
400000000.0,1020000,204000,40000000.0,5,5.5,6876418.381841541
400000000.0,9720000,1944000,100000000.0,25,5.0,1753770.1245239405
560000000.0,7606000,1521200,84000000.0,5,5.5,9092153.193768261
600000000.0,3524000,704800,60000000.0,5,9.5,11341005.107246483
655000000.0,5460000,1092000,98250000.0,20,5.0,3674303.5780887473
500000000.0,8061000,1612200,125000000.0,10,7.5,4451316.342594491
600000000.0,9741000,1948200,150000000.0,10,8.0,5459741.745991099
999000000.0,3799000,759800,149850000.0,10,6.5,9641926.48563856
750000000.0,7421000,1484200,112500000.0,15,8.0,6092282.037606023
185000000.0,971000,194200,18500000.0,25,8.0,1285074.0052560542
500000000.0,3508000,701600,100000000.0,25,8.5,3220908.333848525
590000000.0,9024000,1804800,59000000.0,20,10.0,5124264.935342987
599000000.0,1383000,276600,59900000.0,25,10.0,4898805.71920647
514000000.0,9959000,1991800,102800000.0,25,6.0,2649367.3629084355
624000000.0,3746000,749200,156000000.0,10,9.5,6055805.693844409
624000000.0,7507000,1501400,124800000.0,20,8.5,4332173.580960745
494000000.0,222000,44400,74100000.0,10,7.5,4984287.286014471
594000000.0,6202000,1240400,148500000.0,5,5.0,8407134.588406894
499000000.0,8312000,1662400,99800000.0,20,8.5,3464350.347595212
499000000.0,5422000,1084400,124750000.0,25,10.0,3400812.5401836787
599000000.0,6347000,1269400,89850000.0,25,9.5,4448426.5487843575
599000000.0,2035000,407000,119800000.0,10,10.0,6332663.311374031
1100000000.0,5961000,1192200,165000000.0,20,7.5,7532296.359709351
600000000.0,7673000,1534600,150000000.0,10,6.5,5109658.974901198
470000000.0,3778000,755600,70500000.0,5,9.5,8390243.593231425
470000000.0,1502000,300400,94000000.0,25,8.0,2902028.9848425006
780000000.0,4356000,871200,117000000.0,5,9.0,13762789.515072618
752000000.0,6350000,1270000,188000000.0,15,5.0,4460076.054822322
700000000.0,480000,96000,105000000.0,15,9.0,6034886.175762597
650000000.0,9099000,1819800,162500000.0,10,6.0,5412249.469655495
1350000000.0,7128000,1425600,270000000.0,25,9.0,9063320.727256289
1350000000.0,2028000,405600,270000000.0,10,7.0,12539715.755611364
4000000000.0,6363000,1272600,400000000.0,20,7.5,29001354.967864882
5000000000.0,6686000,1337200,750000000.0,25,5.5,26098718.42196235
7500000000.0,7874000,1574800,750000000.0,25,7.5,49881904.50132826
770000000.0,151000,30200,115500000.0,25,5.0,3826141.82166973
5200000000.0,7948000,1589600,1300000000.0,5,7.5,78147999.52293177
1500000000.0,9775000,1955000,150000000.0,25,9.5,11794904.92165154
2400000000.0,7499000,1499800,480000000.0,20,9.5,17896918.80640362
650000000.0,1817000,363400,162500000.0,5,5.0,9199726.401455358
650000000.0,5857000,1171400,162500000.0,25,10.0,4429916.134507799
650000000.0,2710000,542000,130000000.0,25,8.0,4013444.3407396283
1440000000.0,8185000,1637000,288000000.0,20,9.5,10738151.283842172
1890000000.0,1723000,344600,472500000.0,25,10.0,12880833.068030367
2380000000.0,4444000,888800,357000000.0,5,8.0,41019145.64546122
1980000000.0,7364000,1472800,396000000.0,5,6.5,30992778.77846621
7000000000.0,1675000,335000,1050000000.0,5,6.0,115030169.10009822
2040000000.0,3468000,693600,510000000.0,15,7.5,14183289.108041784
1980000000.0,9974000,1994800,297000000.0,10,9.0,21319532.72216688
1440000000.0,4520000,904000,360000000.0,5,5.0,20380932.335531868
1980000000.0,5451000,1090200,396000000.0,10,7.0,18391583.10823
1440000000.0,4399000,879800,288000000.0,5,5.0,21739661.157900658
1440000000.0,4501000,900200,360000000.0,20,10.0,10422233.766799297
1980000000.0,1130000,226000,198000000.0,5,9.5,37425316.85391339
1440000000.0,3046000,609200,288000000.0,25,6.0,7422352.145113126
2000000000.0,3301000,660200,200000000.0,10,8.5,22317423.99741201
587000000.0,4790000,958000,88050000.0,25,7.0,3526474.8048040653
500000000.0,3496000,699200,125000000.0,15,8.5,3692773.3422209756
1350000000.0,572000,114400,270000000.0,15,5.5,8824501.309908241
630000000.0,854000,170800,126000000.0,15,8.5,4963087.371944991
5000000000.0,7824000,1564800,750000000.0,25,7.5,31407125.05639187
633000000.0,2585000,517000,158250000.0,25,7.0,3355434.2390634934
4320000000.0,3735000,747000,864000000.0,10,10.0,45671294.66633692
3550000000.0,2790000,558000,532500000.0,15,6.5,26285664.747848008
569000000.0,8195000,1639000,142250000.0,25,9.0,3581270.4818116864
467000000.0,317000,63400,116750000.0,25,9.5,3060122.5546729276
570000000.0,4667000,933400,85500000.0,25,7.0,3424345.2107978147
2400000000.0,6768000,1353600,360000000.0,15,5.0,16132189.985527547
2400000000.0,914000,182800,600000000.0,25,7.0,12722025.550951634
2400000000.0,6671000,1334200,240000000.0,10,5.0,22910151.291640315
2400000000.0,9761000,1952200,480000000.0,5,6.5,37567004.57995904
2500000000.0,6212000,1242400,250000000.0,5,9.5,47254187.946860336
2040000000.0,4838000,967600,510000000.0,20,6.0,10961395.194716046
2040000000.0,3617000,723400,408000000.0,10,7.5,19372128.722971223
2040000000.0,6883000,1376600,510000000.0,25,8.5,12319974.376970608
2040000000.0,6210000,1242000,510000000.0,15,7.0,13752072.544042101
2040000000.0,7310000,1462000,306000000.0,25,9.0,14551664.945428153
1100000000.0,5429000,1085800,110000000.0,5,8.0,20073630.34552971
1440000000.0,5843000,1168600,216000000.0,10,9.0,15505114.70703046
1440000000.0,7863000,1572600,216000000.0,25,6.5,8264535.654895135
1440000000.0,864000,172800,216000000.0,10,5.5,13283616.422362734
780000000.0,1724000,344800,117000000.0,15,5.5,5417263.304138115
1980000000.0,1724000,344800,297000000.0,20,9.0,15142387.836958367
1440000000.0,1322000,264400,144000000.0,20,6.5,9662627.836275697
1000000000.0,2755000,551000,150000000.0,5,7.0,16831018.759297047
1350000000.0,4952000,990400,337500000.0,25,7.5,7482285.675199239
530000000.0,9984000,1996800,106000000.0,25,5.0,2478661.7759938356
784000000.0,1564000,312800,196000000.0,15,8.5,5790268.600602489
4500000000.0,8059000,1611800,450000000.0,20,7.5,32626524.338847995
7775000000.0,9752000,1950400,1555000000.0,10,5.0,65972750.47870498
3600000000.0,4773000,954600,540000000.0,20,7.5,24651151.722685147
890000000.0,3285000,657000,222500000.0,25,7.0,4717751.141811231
810000000.0,6373000,1274600,81000000.0,20,8.0,6097648.102962369
630000000.0,1281000,256200,94500000.0,15,9.0,5431397.558186337
2550000000.0,3495000,699000,382500000.0,15,9.0,21984228.211706605
468000000.0,820000,164000,46800000.0,5,8.5,8641562.99495399
1350000000.0,2172000,434400,135000000.0,10,8.0,14741302.714175967
570000000.0,2593000,518600,142500000.0,20,8.0,3575781.2949470687
3800000000.0,8928000,1785600,380000000.0,10,5.0,36274406.21176383
3800000000.0,6621000,1324200,570000000.0,25,8.5,26008834.79582684
3000000000.0,4206000,841200,750000000.0,10,5.5,24418412.541107967
2000000000.0,4501000,900200,400000000.0,20,8.5,13885171.733848544
2400000000.0,8370000,1674000,360000000.0,10,10.0,26958750.323879432
388000000.0,3782000,756400,97000000.0,25,5.5,1786994.602539069
4600000000.0,8662000,1732400,920000000.0,15,6.0,31053931.272183415
546000000.0,4491000,898200,109200000.0,15,5.5,3569020.529785111
1000000000.0,3762000,752400,200000000.0,15,7.5,7416098.880021848
1680000000.0,1168000,233600,420000000.0,20,9.5,11744852.966702376
2550000000.0,474000,94800,510000000.0,20,6.5,15209691.964508038
2550000000.0,4784000,956800,637500000.0,5,7.0,37869792.208418354
1680000000.0,4584000,916800,168000000.0,10,7.5,17947707.493340988
1680000000.0,7047000,1409400,168000000.0,20,7.0,11722519.90655736
2550000000.0,684000,136800,637500000.0,10,8.5,23712262.99725026
1680000000.0,6801000,1360200,252000000.0,20,8.0,11944364.1852267
2550000000.0,87000,17400,382500000.0,15,9.5,22633570.001072694
1680000000.0,832000,166400,168000000.0,25,8.5,12175033.501947425
1680000000.0,7779000,1555800,336000000.0,20,7.0,10420017.694717655
1680000000.0,5983000,1196600,252000000.0,5,6.5,27940459.656344537
1680000000.0,5113000,1022600,420000000.0,15,6.5,10975952.802746806
1350000000.0,2569000,513800,270000000.0,5,9.5,22682010.214492965
1400000000.0,3748000,749600,280000000.0,25,9.0,9398999.272710226
7775000000.0,3681000,736200,777500000.0,20,10.0,67527389.61405377
2040000000.0,1260000,252000,408000000.0,15,9.5,17041746.824337088
275000000.0,5235000,1047000,55000000.0,25,7.0,1554914.2340051997
275000000.0,4784000,956800,68750000.0,10,8.5,2557204.833036793
1680000000.0,8113000,1622600,336000000.0,10,5.0,14255205.24813175
5000000000.0,6483000,1296600,1250000000.0,15,6.0,31644631.051817335
1500000000.0,9801000,1960200,150000000.0,20,5.5,9286478.656099666
1450000000.0,3802000,760400,217500000.0,20,9.5,11488516.890048157
2650000000.0,4748000,949600,662500000.0,15,6.0,16771654.45746319
1350000000.0,1428000,285600,337500000.0,25,10.0,9200595.048593119
3500000000.0,1583000,316600,350000000.0,5,9.0,65388818.96301471
1250000000.0,9644000,1928800,125000000.0,20,8.5,9763011.375362257
1600000000.0,3993000,798600,320000000.0,15,6.5,11150174.27580628
1450000000.0,2094000,418800,362500000.0,15,6.5,9473292.597608851
7775000000.0,6550000,1310000,1555000000.0,10,6.0,69054752.20770703
3800000000.0,6972000,1394400,570000000.0,10,6.0,35859622.12715333
3800000000.0,9261000,1852200,950000000.0,20,5.0,18808738.567674775
3500000000.0,5568000,1113600,350000000.0,5,5.0,59444385.97863461
1450000000.0,715000,143000,217500000.0,15,8.0,11778411.939371644
1030000000.0,8695000,1739000,154500000.0,15,7.5,8115993.21182391
1200000000.0,6876000,1375200,240000000.0,10,8.5,11902626.131953072
2950000000.0,1202000,240400,295000000.0,20,10.0,25621324.676714938
2650000000.0,2352000,470400,530000000.0,20,8.0,17732529.462661486
1700000000.0,7205000,1441000,170000000.0,10,10.0,20219062.742909573
1700000000.0,3216000,643200,425000000.0,20,5.0,8414435.675012399
1200000000.0,7744000,1548800,120000000.0,20,9.0,9717040.32318184
700000000.0,2060000,412000,175000000.0,15,10.0,5641676.867967619
699000000.0,6425000,1285000,69900000.0,5,9.5,13212270.949942151
4100000000.0,184000,36800,615000000.0,25,9.0,29245993.27267423
7600000000.0,4268000,853600,1520000000.0,5,9.5,127691316.76307149
7775000000.0,6787000,1357400,1943750000.0,20,7.5,46976153.09898947
6300000000.0,2308000,461600,1260000000.0,20,9.5,46979411.8668095
1150000000.0,4483000,896600,115000000.0,5,7.0,20494240.4892617
4600000000.0,8179000,1635800,460000000.0,15,7.5,38378311.70411306
900000000.0,8605000,1721000,90000000.0,5,9.0,16814267.733346637
1350000000.0,7728000,1545600,135000000.0,20,9.5,11325393.93217729
900000000.0,4019000,803800,180000000.0,15,10.0,7737156.847498449
1440000000.0,9186000,1837200,216000000.0,10,6.5,13898272.411731262
1440000000.0,2463000,492600,360000000.0,15,7.0,9707345.32520619
755000000.0,3122000,624400,188750000.0,15,6.0,4778339.288824418
785000000.0,8226000,1645200,78500000.0,15,5.0,5586956.972929026
685000000.0,2041000,408200,102750000.0,10,6.0,6464168.725552641
830000000.0,2947000,589400,207500000.0,15,9.0,6313809.486407087
830000000.0,5885000,1177000,83000000.0,5,9.5,15688390.398357634
725000000.0,9174000,1834800,72500000.0,20,5.5,4488464.683781506
1620000000.0,604000,120800,243000000.0,25,8.0,10627909.340766286
400000000.0,8688000,1737600,40000000.0,5,6.0,6959808.550594177
280000000.0,6046000,1209200,56000000.0,10,5.0,2375867.541355292
495000000.0,6302000,1260400,74250000.0,20,9.0,3785596.959239592
780000000.0,6104000,1220800,78000000.0,5,8.0,14234028.790466523
780000000.0,3487000,697400,78000000.0,5,7.5,14066639.914127719
2600000000.0,1862000,372400,520000000.0,25,8.5,16748723.33601233
1650000000.0,5428000,1085600,165000000.0,15,8.0,14191433.452305796
1350000000.0,8123000,1624600,135000000.0,5,9.0,25221401.600019958
975000000.0,7426000,1485200,243750000.0,20,9.0,6579246.0521543715
975000000.0,1334000,266800,146250000.0,20,5.0,5469383.188758059
992000000.0,7383000,1476600,148800000.0,10,7.0,9790266.967714354
2040000000.0,6489000,1297800,306000000.0,5,7.0,34335278.268965974
2040000000.0,1641000,328200,204000000.0,25,7.0,12976466.061970666
1000000000.0,3685000,737000,150000000.0,10,5.0,9015568.79532142
2650000000.0,7996000,1599200,530000000.0,5,6.0,40985539.242387936
3900000000.0,7703000,1540600,390000000.0,10,6.5,39855340.004229344
2040000000.0,2288000,457600,408000000.0,20,7.5,13147280.918765415
798000000.0,7551000,1510200,79800000.0,5,7.0,14221220.791678987
590000000.0,1693000,338600,147500000.0,15,8.0,4228760.473161827
749000000.0,690000,138000,187250000.0,15,5.5,4589966.306334218
674000000.0,2678000,535600,168500000.0,10,7.5,6000374.429817374
516000000.0,8575000,1715000,129000000.0,25,10.0,3516671.885240037
516000000.0,1515000,303000,51600000.0,15,9.5,4849379.427219451
655000000.0,4971000,994200,131000000.0,20,8.5,4547393.742835398
782000000.0,8262000,1652400,156400000.0,5,5.0,11805843.767693276
460000000.0,2032000,406400,69000000.0,15,5.0,3092003.0805594465
800000000.0,8906000,1781200,120000000.0,10,9.0,8613952.61501692
475000000.0,2688000,537600,95000000.0,15,6.5,3310207.988129989
450000000.0,7236000,1447200,112500000.0,25,5.5,2072545.2864499514
400000000.0,2587000,517400,80000000.0,5,7.5,6412143.55059953
470000000.0,6127000,1225400,117500000.0,25,7.0,2491396.670394695
470000000.0,6813000,1362600,70500000.0,25,5.0,2335437.2158243805
168000000.0,5326000,1065200,25200000.0,5,5.5,2727645.958130478
400000000.0,9684000,1936800,60000000.0,20,5.5,2338816.8467213977
400000000.0,5860000,1172000,40000000.0,5,9.0,7473007.881487395
500000000.0,4333000,866600,75000000.0,25,6.5,2869630.435727477
1350000000.0,6339000,1267800,202500000.0,5,10.0,24380983.80618041
619000000.0,7759000,1551800,154750000.0,25,7.0,3281222.423349609
551000000.0,757000,151400,55100000.0,15,7.0,4457289.395157175
551000000.0,4994000,998800,82650000.0,10,5.0,4967578.406222102
551000000.0,1485000,297000,55100000.0,5,7.5,9936818.70856971
875000000.0,2665000,533000,131250000.0,10,8.0,9023739.830179732
908000000.0,1685000,337000,90800000.0,20,8.5,7091851.463063144
651000000.0,8849000,1769800,162750000.0,20,6.0,3497974.643019679
651000000.0,1672000,334400,65100000.0,20,10.0,5654061.818488618
651000000.0,3247000,649400,97650000.0,10,6.5,6283177.319470175
651000000.0,2940000,588000,162750000.0,25,5.5,2998282.181064263
651000000.0,6581000,1316200,162750000.0,10,10.0,6452259.728252025
1070000000.0,3688000,737600,107000000.0,15,5.0,7615342.625521094
535000000.0,9716000,1943200,133750000.0,15,9.0,4069744.6689491463
535000000.0,6496000,1299200,133750000.0,20,5.5,2760147.8227851787
535000000.0,7185000,1437000,107000000.0,15,8.5,4214685.30792154
551000000.0,2178000,435600,137750000.0,20,7.0,3203922.851444993
551000000.0,1833000,366600,110200000.0,5,8.0,8937834.602332825
551000000.0,9749000,1949800,110200000.0,15,6.5,3839841.2662307876
661000000.0,4864000,972800,132200000.0,15,6.5,4606415.7476924695
1160000000.0,5138000,1027600,174000000.0,15,6.5,8589118.621832024
921000000.0,1544000,308800,184200000.0,5,8.0,14939647.311703324
500000000.0,7418000,1483600,75000000.0,5,6.5,8315612.992959684
650000000.0,2065000,413000,162500000.0,5,9.5,10238407.388486406
551000000.0,820000,164000,82650000.0,25,5.0,2737927.459402625
980000000.0,254000,50800,147000000.0,15,7.5,7722012.958822749
655000000.0,1474000,294800,65500000.0,20,6.0,4223361.089728829
800000000.0,4557000,911400,120000000.0,15,7.0,6112032.24179649
1200000000.0,4493000,898600,240000000.0,5,6.5,18783502.28997952
700000000.0,2805000,561000,70000000.0,10,6.0,6994291.622324024
1350000000.0,5389000,1077800,135000000.0,5,7.5,24346107.54368259
685000000.0,9701000,1940200,102750000.0,15,8.5,5733646.076021768
514000000.0,7149000,1429800,102800000.0,25,5.5,2525127.7682613926
798000000.0,2653000,530600,119700000.0,20,8.0,5673572.987982682
75000000.0,1944000,388800,18750000.0,5,9.5,1181354.6986715086
455000000.0,9969000,1993800,113750000.0,5,5.0,6439808.48101875
931000000.0,8502000,1700400,186200000.0,20,6.5,5553028.713316464
410000000.0,7020000,1404000,61500000.0,15,6.0,2940841.0457488913
900000000.0,3186000,637200,90000000.0,5,9.5,17011507.660869725
440000000.0,6965000,1393000,66000000.0,15,8.5,3682925.946641719
470000000.0,4137000,827400,70500000.0,25,6.0,2573984.09893463
470000000.0,5224000,1044800,117500000.0,25,9.5,3079780.729542347
466000000.0,5954000,1190800,46600000.0,25,7.0,2964231.9533717306
400000000.0,9710000,1942000,40000000.0,20,6.0,2579151.8105214224
400000000.0,2119000,423800,40000000.0,5,6.5,7043813.35874232
800000000.0,3747000,749400,120000000.0,5,8.0,13787948.116121417
750000000.0,1940000,388000,150000000.0,25,6.0,3865808.408913087
450000000.0,3864000,772800,45000000.0,10,8.5,5021420.399417702
390000000.0,8439000,1687800,78000000.0,25,9.5,2725933.5818928005
400000000.0,3787000,757400,80000000.0,5,5.5,6112371.89497026
330000000.0,792000,158400,82500000.0,25,9.5,2162399.235636116
300000000.0,9782000,1956400,45000000.0,25,8.0,1968131.359401164
265000000.0,317000,63400,39750000.0,5,6.5,4407274.8862686325
499000000.0,269000,53800,49900000.0,10,9.0,5689008.999123676
225000000.0,4466000,893200,22500000.0,20,10.0,1954168.831274868
2700000000.0,8339000,1667800,540000000.0,20,5.5,14858365.849759467
300000000.0,4349000,869800,45000000.0,15,9.0,2586379.7896125414
470000000.0,8789000,1757800,117500000.0,25,9.5,3079780.729542347
470000000.0,2873000,574600,94000000.0,25,5.5,2308968.970978316
7775000000.0,1438000,287600,1555000000.0,25,7.5,45965251.25900175
2500000000.0,7764000,1552800,375000000.0,20,9.5,19807787.74146234
7400000000.0,4552000,910400,1110000000.0,25,7.5,46482545.083459966
5400000000.0,7282000,1456400,810000000.0,25,7.5,33919695.06090322
5400000000.0,1884000,376800,540000000.0,10,7.0,56428720.900251135
2000000000.0,8449000,1689800,200000000.0,20,7.5,14500677.483932441
395000000.0,1841000,368200,79000000.0,5,6.0,6109165.283299333
2250000000.0,5571000,1114200,450000000.0,5,8.0,36497509.719144925
260000000.0,545000,109000,65000000.0,25,10.0,1771966.4538031192
1350000000.0,8389000,1677800,270000000.0,25,9.5,9435923.937321233
7775000000.0,1559000,311800,777500000.0,5,5.5,133660382.29704496
2700000000.0,3367000,673400,270000000.0,20,8.0,20325493.676541228
4400000000.0,4027000,805400,440000000.0,15,6.5,34495851.66577568
1550000000.0,7437000,1487400,387500000.0,15,5.5,9498595.159970677
875000000.0,8312000,1662400,218750000.0,20,7.0,5087899.264998855
4800000000.0,9951000,1990200,960000000.0,20,7.0,29771479.127764724
1370000000.0,5766000,1153200,205500000.0,5,9.0,24173104.661089085
1370000000.0,9802000,1960400,137000000.0,20,8.0,10313306.050689438
1500000000.0,1953000,390600,225000000.0,5,7.5,25548384.459420003
2200000000.0,7288000,1457600,330000000.0,25,7.0,13216770.989044197
2300000000.0,5978000,1195600,575000000.0,25,7.0,12191941.152995314
1350000000.0,1128000,225600,337500000.0,10,7.5,12018554.125005126
2900000000.0,472000,94400,580000000.0,15,8.0,22171128.356464274
2500000000.0,4344000,868800,375000000.0,25,10.0,19309890.8427263
