tanggal,pendapatan,tabungan,jumlah_pokok,jumlah_want
10/8/2023,4400000,880000,2200000,1320000
4/5/2022,948000,189600,474000,284400
3/12/2023,3301000,660200,1650500,990300
3/17/2024,9491000,1898200,4745500,2847300
2/9/2021,1556000,311200,778000,466800
11/6/2023,7143000,1428600,3571500,2142900
10/16/2024,3451000,690200,1725500,1035300
9/30/2021,2779000,555800,1389500,833700
3/17/2021,9120000,1824000,4560000,2736000
1/24/2021,8371000,1674200,4185500,2511300
12/12/2023,6611000,1322200,3305500,1983300
8/4/2022,8652000,1730400,4326000,2595600
7/18/2024,6692000,1338400,3346000,2007600
7/6/2024,7577000,1515400,3788500,2273100
10/20/2022,8842000,1768400,4421000,2652600
4/5/2023,102000,20400,51000,30600
5/3/2021,6965000,1393000,3482500,2089500
7/7/2023,1898000,379600,949000,569400
8/28/2023,9110000,1822000,4555000,2733000
3/4/2022,487000,97400,243500,146100
9/28/2024,7611000,1522200,3805500,2283300
2/17/2023,1486000,297200,743000,445800
5/12/2023,6835000,1367000,3417500,2050500
3/12/2022,6883000,1376600,3441500,2064900
7/20/2023,4073000,814600,2036500,1221900
9/29/2023,3671000,734200,1835500,1101300
6/18/2022,6530000,1306000,3265000,1959000
9/16/2024,9096000,1819200,4548000,2728800
2/23/2023,558000,111600,279000,167400
9/30/2023,2394000,478800,1197000,718200
2/4/2023,7671000,1534200,3835500,2301300
2/3/2023,7284000,1456800,3642000,2185200
6/29/2023,4066000,813200,2033000,1219800
2/22/2022,251000,50200,125500,75300
5/22/2021,6326000,1265200,3163000,1897800
11/17/2024,2581000,516200,1290500,774300
7/26/2023,6370000,1274000,3185000,1911000
2/28/2021,350000,70000,175000,105000
6/14/2023,7176000,1435200,3588000,2152800
2/22/2021,9978000,1995600,4989000,2993400
9/27/2024,1998000,399600,999000,599400
6/24/2022,3472000,694400,1736000,1041600
11/26/2023,3694000,738800,1847000,1108200
7/23/2022,4921000,984200,2460500,1476300
7/9/2024,7929000,1585800,3964500,2378700
4/12/2022,4107000,821400,2053500,1232100
8/11/2021,9431000,1886200,4715500,2829300
9/24/2023,3382000,676400,1691000,1014600
11/3/2021,2646000,529200,1323000,793800
9/6/2022,1716000,343200,858000,514800
9/4/2024,9749000,1949800,4874500,2924700
12/2/2022,3678000,735600,1839000,1103400
10/26/2024,298000,59600,149000,89400
12/15/2022,9422000,1884400,4711000,2826600
4/6/2022,7843000,1568600,3921500,2352900
3/6/2021,8378000,1675600,4189000,2513400
7/28/2023,1786000,357200,893000,535800
5/20/2023,4208000,841600,2104000,1262400
4/24/2024,1064000,212800,532000,319200
1/6/2024,252000,50400,126000,75600
10/28/2024,1693000,338600,846500,507900
6/11/2024,7514000,1502800,3757000,2254200
8/16/2024,2352000,470400,1176000,705600
1/30/2023,4386000,877200,2193000,1315800
7/5/2022,8652000,1730400,4326000,2595600
7/28/2024,2770000,554000,1385000,831000
7/4/2021,3799000,759800,1899500,1139700
7/11/2023,6292000,1258400,3146000,1887600
4/22/2024,2581000,516200,1290500,774300
3/21/2023,6160000,1232000,3080000,1848000
12/23/2021,5620000,1124000,2810000,1686000
12/13/2024,7424000,1484800,3712000,2227200
9/6/2024,2747000,549400,1373500,824100
5/13/2022,9264000,1852800,4632000,2779200
4/23/2021,8546000,1709200,4273000,2563800
8/13/2023,2832000,566400,1416000,849600
10/13/2023,8239000,1647800,4119500,2471700
9/16/2022,6393000,1278600,3196500,1917900
3/18/2024,726000,145200,363000,217800
3/24/2023,4944000,988800,2472000,1483200
5/3/2021,9864000,1972800,4932000,2959200
11/8/2023,2395000,479000,1197500,718500
8/17/2022,3178000,635600,1589000,953400
2/7/2024,9338000,1867600,4669000,2801400
11/22/2023,1618000,323600,809000,485400
10/27/2022,4313000,862600,2156500,1293900
8/30/2021,1609000,321800,804500,482700
7/25/2024,2929000,585800,1464500,878700
5/22/2021,2661000,532200,1330500,798300
11/9/2024,8296000,1659200,4148000,2488800
12/22/2023,1697000,339400,848500,509100
8/24/2024,5704000,1140800,2852000,1711200
10/11/2024,3475000,695000,1737500,1042500
3/3/2023,7605000,1521000,3802500,2281500
6/16/2023,1532000,306400,766000,459600
10/10/2024,5732000,1146400,2866000,1719600
2/24/2022,1262000,252400,631000,378600
1/18/2022,6878000,1375600,3439000,2063400
7/9/2023,9938000,1987600,4969000,2981400
2/17/2021,5399000,1079800,2699500,1619700
3/3/2023,8271000,1654200,4135500,2481300
1/18/2022,8037000,1607400,4018500,2411100
4/25/2022,5278000,1055600,2639000,1583400
12/7/2022,1088000,217600,544000,326400
3/11/2022,778000,155600,389000,233400
5/25/2022,2051000,410200,1025500,615300
6/20/2024,7479000,1495800,3739500,2243700
9/28/2022,3046000,609200,1523000,913800
2/2/2021,1704000,340800,852000,511200
12/14/2022,5979000,1195800,2989500,1793700
3/18/2021,2949000,589800,1474500,884700
10/30/2022,6267000,1253400,3133500,1880100
1/31/2023,7013000,1402600,3506500,2103900
1/8/2024,6651000,1330200,3325500,1995300
3/23/2021,6823000,1364600,3411500,2046900
4/28/2023,6816000,1363200,3408000,2044800
11/30/2024,8429000,1685800,4214500,2528700
10/9/2024,4180000,836000,2090000,1254000
4/10/2022,1561000,312200,780500,468300
1/30/2021,8793000,1758600,4396500,2637900
7/9/2021,7362000,1472400,3681000,2208600
3/10/2021,317000,63400,158500,95100
4/20/2022,5581000,1116200,2790500,1674300
6/4/2024,7970000,1594000,3985000,2391000
3/13/2021,501000,100200,250500,150300
1/6/2023,9785000,1957000,4892500,2935500
7/3/2021,5177000,1035400,2588500,1553100
8/2/2022,8731000,1746200,4365500,2619300
8/30/2022,8920000,1784000,4460000,2676000
2/4/2024,3970000,794000,1985000,1191000
3/14/2022,832000,166400,416000,249600
4/10/2022,9721000,1944200,4860500,2916300
12/15/2022,1239000,247800,619500,371700
12/11/2023,5047000,1009400,2523500,1514100
2/2/2024,3812000,762400,1906000,1143600
12/2/2024,2435000,487000,1217500,730500
11/30/2022,4560000,912000,2280000,1368000
6/24/2023,1884000,376800,942000,565200
5/19/2022,1389000,277800,694500,416700
7/24/2022,7061000,1412200,3530500,2118300
2/21/2023,1713000,342600,856500,513900
10/29/2024,6922000,1384400,3461000,2076600
8/31/2024,8420000,1684000,4210000,2526000
11/10/2023,3549000,709800,1774500,1064700
5/25/2021,3898000,779600,1949000,1169400
8/7/2021,9737000,1947400,4868500,2921100
4/7/2023,1061000,212200,530500,318300
11/1/2022,1588000,317600,794000,476400
3/31/2021,6425000,1285000,3212500,1927500
12/16/2021,8351000,1670200,4175500,2505300
3/12/2024,3801000,760200,1900500,1140300
8/24/2022,7834000,1566800,3917000,2350200
1/24/2024,6438000,1287600,3219000,1931400
3/31/2021,1394000,278800,697000,418200
2/5/2023,1544000,308800,772000,463200
10/30/2021,7661000,1532200,3830500,2298300
5/22/2022,1129000,225800,564500,338700
11/15/2022,9617000,1923400,4808500,2885100
5/4/2024,4543000,908600,2271500,1362900
1/9/2024,4707000,941400,2353500,1412100
9/27/2023,4774000,954800,2387000,1432200
8/13/2023,2254000,450800,1127000,676200
12/17/2023,1336000,267200,668000,400800
1/4/2022,4516000,903200,2258000,1354800
3/9/2023,8664000,1732800,4332000,2599200
2/26/2022,6510000,1302000,3255000,1953000
9/23/2023,398000,79600,199000,119400
9/28/2024,1169000,233800,584500,350700
9/26/2024,312000,62400,156000,93600
5/5/2024,6409000,1281800,3204500,1922700
9/29/2024,8210000,1642000,4105000,2463000
11/27/2022,666000,133200,333000,199800
12/26/2022,986000,197200,493000,295800
5/16/2021,4408000,881600,2204000,1322400
5/22/2022,5674000,1134800,2837000,1702200
11/21/2022,6085000,1217000,3042500,1825500
7/2/2022,5573000,1114600,2786500,1671900
2/2/2024,3490000,698000,1745000,1047000
6/15/2021,8070000,1614000,4035000,2421000
1/26/2022,4258000,851600,2129000,1277400
4/1/2023,4651000,930200,2325500,1395300
10/16/2022,6244000,1248800,3122000,1873200
4/11/2024,5883000,1176600,2941500,1764900
3/31/2024,6747000,1349400,3373500,2024100
6/6/2021,7150000,1430000,3575000,2145000
11/7/2022,7647000,1529400,3823500,2294100
5/22/2021,8463000,1692600,4231500,2538900
8/31/2021,9109000,1821800,4554500,2732700
8/19/2024,1585000,317000,792500,475500
9/28/2023,6512000,1302400,3256000,1953600
7/3/2024,7494000,1498800,3747000,2248200
1/24/2023,9398000,1879600,4699000,2819400
6/27/2024,2219000,443800,1109500,665700
6/11/2022,2178000,435600,1089000,653400
10/17/2024,3313000,662600,1656500,993900
3/3/2024,7402000,1480400,3701000,2220600
4/19/2024,7809000,1561800,3904500,2342700
9/19/2021,1691000,338200,845500,507300
2/1/2024,1910000,382000,955000,573000
9/28/2024,6158000,1231600,3079000,1847400
7/13/2022,9818000,1963600,4909000,2945400
1/30/2021,6897000,1379400,3448500,2069100
12/5/2022,6332000,1266400,3166000,1899600
5/22/2021,7639000,1527800,3819500,2291700
12/23/2021,2590000,518000,1295000,777000
6/15/2023,2028000,405600,1014000,608400
12/22/2023,9914000,1982800,4957000,2974200
3/28/2024,2723000,544600,1361500,816900
2/29/2024,6850000,1370000,3425000,2055000
4/11/2021,7720000,1544000,3860000,2316000
5/3/2024,8032000,1606400,4016000,2409600
4/5/2023,8700000,1740000,4350000,2610000
9/25/2022,8169000,1633800,4084500,2450700
3/4/2022,2779000,555800,1389500,833700
3/13/2023,3880000,776000,1940000,1164000
11/13/2023,2010000,402000,1005000,603000
5/8/2024,333000,66600,166500,99900
4/1/2021,9928000,1985600,4964000,2978400
5/14/2022,9806000,1961200,4903000,2941800
12/2/2023,5669000,1133800,2834500,1700700
11/7/2024,5280000,1056000,2640000,1584000
8/8/2021,9306000,1861200,4653000,2791800
4/27/2021,1345000,269000,672500,403500
6/8/2023,2077000,415400,1038500,623100
1/29/2022,6127000,1225400,3063500,1838100
9/7/2024,6936000,1387200,3468000,2080800
11/26/2024,2812000,562400,1406000,843600
5/10/2024,104000,20800,52000,31200
11/25/2024,6122000,1224400,3061000,1836600
11/4/2023,5841000,1168200,2920500,1752300
5/5/2023,5759000,1151800,2879500,1727700
12/21/2021,5705000,1141000,2852500,1711500
8/3/2023,6621000,1324200,3310500,1986300
8/3/2022,5504000,1100800,2752000,1651200
2/11/2021,2023000,404600,1011500,606900
3/21/2023,3875000,775000,1937500,1162500
8/30/2024,628000,125600,314000,188400
4/23/2021,5282000,1056400,2641000,1584600
9/15/2024,2741000,548200,1370500,822300
11/18/2021,480000,96000,240000,144000
9/25/2024,3734000,746800,1867000,1120200
12/18/2022,472000,94400,236000,141600
1/3/2024,8722000,1744400,4361000,2616600
4/29/2021,7276000,1455200,3638000,2182800
9/19/2022,3754000,750800,1877000,1126200
2/3/2024,663000,132600,331500,198900
1/4/2022,8021000,1604200,4010500,2406300
6/16/2024,8325000,1665000,4162500,2497500
1/10/2024,7762000,1552400,3881000,2328600
2/12/2022,4047000,809400,2023500,1214100
6/7/2022,3586000,717200,1793000,1075800
7/23/2023,8164000,1632800,4082000,2449200
7/11/2024,2178000,435600,1089000,653400
9/13/2021,3569000,713800,1784500,1070700
10/1/2023,3041000,608200,1520500,912300
4/6/2024,9826000,1965200,4913000,2947800
7/21/2022,2728000,545600,1364000,818400
3/24/2023,8021000,1604200,4010500,2406300
4/22/2022,466000,93200,233000,139800
11/27/2022,8988000,1797600,4494000,2696400
3/11/2023,7970000,1594000,3985000,2391000
3/5/2023,3790000,758000,1895000,1137000
11/29/2023,7281000,1456200,3640500,2184300
6/23/2021,8333000,1666600,4166500,2499900
11/16/2022,6537000,1307400,3268500,1961100
3/2/2023,8362000,1672400,4181000,2508600
2/12/2021,8452000,1690400,4226000,2535600
8/30/2021,9267000,1853400,4633500,2780100
4/2/2024,3136000,627200,1568000,940800
8/26/2023,3462000,692400,1731000,1038600
11/23/2024,7874000,1574800,3937000,2362200
2/8/2021,4639000,927800,2319500,1391700
1/30/2024,8278000,1655600,4139000,2483400
12/19/2023,1836000,367200,918000,550800
6/23/2021,1712000,342400,856000,513600
6/30/2021,4106000,821200,2053000,1231800
11/25/2021,9910000,1982000,4955000,2973000
7/11/2023,4253000,850600,2126500,1275900
10/1/2024,1314000,262800,657000,394200
1/23/2024,8546000,1709200,4273000,2563800
2/15/2024,1512000,302400,756000,453600
5/11/2023,8455000,1691000,4227500,2536500
8/26/2022,8263000,1652600,4131500,2478900
7/29/2021,5579000,1115800,2789500,1673700
4/6/2022,2534000,506800,1267000,760200
6/22/2024,9023000,1804600,4511500,2706900
2/7/2022,2790000,558000,1395000,837000
3/11/2022,3693000,738600,1846500,1107900
3/7/2022,8578000,1715600,4289000,2573400
3/24/2024,4016000,803200,2008000,1204800
1/24/2022,8185000,1637000,4092500,2455500
3/13/2021,4206000,841200,2103000,1261800
9/11/2022,4961000,992200,2480500,1488300
9/14/2021,3359000,671800,1679500,1007700
9/18/2022,6543000,1308600,3271500,1962900
1/21/2023,8319000,1663800,4159500,2495700
10/11/2023,4019000,803800,2009500,1205700
6/11/2021,9549000,1909800,4774500,2864700
8/28/2022,4145000,829000,2072500,1243500
5/12/2022,8292000,1658400,4146000,2487600
3/17/2023,4956000,991200,2478000,1486800
12/8/2024,334000,66800,167000,100200
7/17/2023,9154000,1830800,4577000,2746200
5/18/2023,557000,111400,278500,167100
5/30/2021,6262000,1252400,3131000,1878600
6/28/2022,9801000,1960200,4900500,2940300
5/18/2022,9560000,1912000,4780000,2868000
12/28/2023,3247000,649400,1623500,974100
7/17/2023,620000,124000,310000,186000
8/1/2022,1582000,316400,791000,474600
2/18/2024,792000,158400,396000,237600
6/17/2021,4529000,905800,2264500,1358700
11/26/2021,1572000,314400,786000,471600
12/11/2021,1327000,265400,663500,398100
9/1/2021,1117000,223400,558500,335100
8/10/2022,7654000,1530800,3827000,2296200
8/15/2023,6418000,1283600,3209000,1925400
12/11/2021,809000,161800,404500,242700
5/16/2021,3281000,656200,1640500,984300
8/4/2023,4579000,915800,2289500,1373700
4/22/2024,2922000,584400,1461000,876600
12/12/2024,1047000,209400,523500,314100
9/17/2022,5367000,1073400,2683500,1610100
4/16/2021,2629000,525800,1314500,788700
5/4/2024,4088000,817600,2044000,1226400
11/8/2021,3053000,610600,1526500,915900
3/1/2022,4836000,967200,2418000,1450800
11/10/2024,3787000,757400,1893500,1136100
6/8/2023,255000,51000,127500,76500
3/14/2024,8309000,1661800,4154500,2492700
1/19/2024,9718000,1943600,4859000,2915400
4/12/2021,3837000,767400,1918500,1151100
2/21/2024,2110000,422000,1055000,633000
5/29/2022,1613000,322600,806500,483900
5/11/2023,722000,144400,361000,216600
10/21/2021,4141000,828200,2070500,1242300
4/19/2024,4886000,977200,2443000,1465800
4/4/2021,2198000,439600,1099000,659400
12/25/2023,4502000,900400,2251000,1350600
11/10/2022,4009000,801800,2004500,1202700
3/21/2024,6920000,1384000,3460000,2076000
8/5/2021,8667000,1733400,4333500,2600100
8/29/2022,1812000,362400,906000,543600
3/22/2024,1678000,335600,839000,503400
3/23/2023,2418000,483600,1209000,725400
3/12/2022,7393000,1478600,3696500,2217900
12/19/2022,1183000,236600,591500,354900
1/16/2022,2289000,457800,1144500,686700
1/13/2024,3876000,775200,1938000,1162800
5/20/2023,7401000,1480200,3700500,2220300
10/9/2023,7042000,1408400,3521000,2112600
11/12/2021,9050000,1810000,4525000,2715000
11/14/2024,1377000,275400,688500,413100
5/24/2021,7292000,1458400,3646000,2187600
7/6/2022,2287000,457400,1143500,686100
10/14/2022,7240000,1448000,3620000,2172000
5/24/2023,7433000,1486600,3716500,2229900
3/23/2023,1768000,353600,884000,530400
8/5/2024,4999000,999800,2499500,1499700
2/11/2022,6363000,1272600,3181500,1908900
11/28/2024,9997000,1999400,4998500,2999100
2/25/2023,5394000,1078800,2697000,1618200
4/2/2021,8370000,1674000,4185000,2511000
12/1/2023,2891000,578200,1445500,867300
7/7/2022,3485000,697000,1742500,1045500
3/31/2022,2271000,454200,1135500,681300
6/29/2021,8621000,1724200,4310500,2586300
3/3/2024,6207000,1241400,3103500,1862100
4/8/2022,3163000,632600,1581500,948900
4/5/2024,3037000,607400,1518500,911100
4/7/2021,5072000,1014400,2536000,1521600
8/11/2022,2765000,553000,1382500,829500
6/3/2024,7755000,1551000,3877500,2326500
5/16/2024,7283000,1456600,3641500,2184900
10/23/2021,688000,137600,344000,206400
4/22/2024,2040000,408000,1020000,612000
6/13/2022,5939000,1187800,2969500,1781700
2/28/2023,6609000,1321800,3304500,1982700
4/1/2022,7798000,1559600,3899000,2339400
8/23/2021,4352000,870400,2176000,1305600
10/17/2024,5391000,1078200,2695500,1617300
11/27/2022,3205000,641000,1602500,961500
8/5/2024,9916000,1983200,4958000,2974800
4/25/2021,3242000,648400,1621000,972600
10/29/2022,9458000,1891600,4729000,2837400
1/3/2022,3914000,782800,1957000,1174200
11/11/2022,9888000,1977600,4944000,2966400
8/14/2023,7320000,1464000,3660000,2196000
5/5/2024,3618000,723600,1809000,1085400
11/12/2024,2751000,550200,1375500,825300
7/23/2021,2924000,584800,1462000,877200
1/1/2022,1779000,355800,889500,533700
8/20/2022,7711000,1542200,3855500,2313300
6/5/2021,7462000,1492400,3731000,2238600
7/2/2022,6304000,1260800,3152000,1891200
7/3/2024,9604000,1920800,4802000,2881200
4/4/2022,7901000,1580200,3950500,2370300
1/31/2024,6817000,1363400,3408500,2045100
10/19/2023,5508000,1101600,2754000,1652400
12/5/2021,9086000,1817200,4543000,2725800
3/21/2021,9968000,1993600,4984000,2990400
11/19/2021,733000,146600,366500,219900
2/17/2021,184000,36800,92000,55200
4/19/2024,2303000,460600,1151500,690900
10/23/2022,6999000,1399800,3499500,2099700
3/27/2024,657000,131400,328500,197100
10/7/2022,1508000,301600,754000,452400
6/22/2021,881000,176200,440500,264300
1/12/2023,104000,20800,52000,31200
5/19/2024,5568000,1113600,2784000,1670400
1/24/2021,4313000,862600,2156500,1293900
12/11/2023,4300000,860000,2150000,1290000
5/26/2022,7791000,1558200,3895500,2337300
3/24/2022,8153000,1630600,4076500,2445900
9/26/2022,1609000,321800,804500,482700
11/28/2021,2201000,440200,1100500,660300
2/3/2022,6052000,1210400,3026000,1815600
5/25/2023,5309000,1061800,2654500,1592700
12/10/2021,1641000,328200,820500,492300
6/12/2022,1987000,397400,993500,596100
8/15/2024,1189000,237800,594500,356700
4/13/2023,5997000,1199400,2998500,1799100
2/22/2023,2221000,444200,1110500,666300
4/16/2024,9930000,1986000,4965000,2979000
2/12/2021,1312000,262400,656000,393600
11/25/2022,5191000,1038200,2595500,1557300
4/15/2023,5289000,1057800,2644500,1586700
12/18/2022,7095000,1419000,3547500,2128500
12/1/2024,2299000,459800,1149500,689700
5/17/2022,2443000,488600,1221500,732900
4/1/2024,8062000,1612400,4031000,2418600
3/16/2023,3424000,684800,1712000,1027200
12/4/2022,1515000,303000,757500,454500
3/26/2024,7194000,1438800,3597000,2158200
3/12/2023,8929000,1785800,4464500,2678700
3/5/2021,864000,172800,432000,259200
9/21/2022,9259000,1851800,4629500,2777700
3/24/2021,4621000,924200,2310500,1386300
6/4/2023,8021000,1604200,4010500,2406300
10/20/2023,7691000,1538200,3845500,2307300
11/24/2024,1338000,267600,669000,401400
4/13/2022,1311000,262200,655500,393300
4/23/2021,5728000,1145600,2864000,1718400
12/14/2024,5113000,1022600,2556500,1533900
3/23/2023,8797000,1759400,4398500,2639100
2/28/2021,3802000,760400,1901000,1140600
11/23/2023,9567000,1913400,4783500,2870100
5/11/2023,8504000,1700800,4252000,2551200
4/25/2024,6054000,1210800,3027000,1816200
8/3/2022,8789000,1757800,4394500,2636700
7/3/2023,4343000,868600,2171500,1302900
2/2/2023,5802000,1160400,2901000,1740600
5/8/2022,6782000,1356400,3391000,2034600
1/18/2024,7385000,1477000,3692500,2215500
4/15/2021,2041000,408200,1020500,612300
4/30/2023,3473000,694600,1736500,1041900
5/21/2024,3715000,743000,1857500,1114500
11/3/2024,588000,117600,294000,176400
12/21/2022,6063000,1212600,3031500,1818900
5/24/2021,6081000,1216200,3040500,1824300
10/14/2023,5062000,1012400,2531000,1518600
2/15/2021,2474000,494800,1237000,742200
12/9/2021,854000,170800,427000,256200
12/17/2024,6495000,1299000,3247500,1948500
6/27/2022,8392000,1678400,4196000,2517600
10/10/2021,5686000,1137200,2843000,1705800
4/10/2022,170000,34000,85000,51000
10/17/2022,6145000,1229000,3072500,1843500
2/10/2021,4126000,825200,2063000,1237800
4/7/2023,5608000,1121600,2804000,1682400
12/4/2024,7580000,1516000,3790000,2274000
10/6/2022,9419000,1883800,4709500,2825700
7/3/2024,5593000,1118600,2796500,1677900
11/1/2021,2034000,406800,1017000,610200
2/19/2021,2834000,566800,1417000,850200
4/5/2021,5144000,1028800,2572000,1543200
11/5/2022,5091000,1018200,2545500,1527300
10/13/2023,9714000,1942800,4857000,2914200
8/8/2023,2957000,591400,1478500,887100
8/24/2022,1290000,258000,645000,387000
2/10/2024,3282000,656400,1641000,984600
1/16/2024,3937000,787400,1968500,1181100
2/23/2024,1224000,244800,612000,367200
11/21/2024,3897000,779400,1948500,1169100
7/11/2024,324000,64800,162000,97200
9/9/2022,4115000,823000,2057500,1234500
11/26/2021,7083000,1416600,3541500,2124900
10/14/2023,8863000,1772600,4431500,2658900
8/31/2021,6115000,1223000,3057500,1834500
8/11/2024,6734000,1346800,3367000,2020200
3/3/2024,7413000,1482600,3706500,2223900
4/11/2023,2431000,486200,1215500,729300
1/3/2023,695000,139000,347500,208500
3/28/2022,811000,162200,405500,243300
10/6/2024,3632000,726400,1816000,1089600
8/5/2024,4287000,857400,2143500,1286100
10/4/2024,5714000,1142800,2857000,1714200
8/11/2024,4491000,898200,2245500,1347300
7/22/2022,1584000,316800,792000,475200
5/12/2022,1334000,266800,667000,400200
7/13/2024,5480000,1096000,2740000,1644000
9/26/2024,5911000,1182200,2955500,1773300
9/22/2024,3477000,695400,1738500,1043100
5/12/2021,9357000,1871400,4678500,2807100
4/11/2022,4645000,929000,2322500,1393500
7/20/2021,2658000,531600,1329000,797400
5/6/2021,4234000,846800,2117000,1270200
5/26/2024,8679000,1735800,4339500,2603700
3/23/2023,5030000,1006000,2515000,1509000
7/3/2024,8132000,1626400,4066000,2439600
6/2/2023,7118000,1423600,3559000,2135400
12/1/2023,450000,90000,225000,135000
5/19/2022,3022000,604400,1511000,906600
6/17/2024,4762000,952400,2381000,1428600
7/9/2023,8059000,1611800,4029500,2417700
5/3/2021,1956000,391200,978000,586800
4/27/2022,7383000,1476600,3691500,2214900
1/21/2021,4553000,910600,2276500,1365900
3/1/2021,740000,148000,370000,222000
3/17/2024,5028000,1005600,2514000,1508400
1/26/2021,1516000,303200,758000,454800
8/18/2023,7259000,1451800,3629500,2177700
10/31/2021,7641000,1528200,3820500,2292300
4/8/2024,6103000,1220600,3051500,1830900
3/31/2023,9379000,1875800,4689500,2813700
10/18/2022,560000,112000,280000,168000
4/6/2024,657000,131400,328500,197100
4/11/2023,9225000,1845000,4612500,2767500
1/14/2023,8053000,1610600,4026500,2415900
1/27/2021,7995000,1599000,3997500,2398500
1/5/2022,9827000,1965400,4913500,2948100
10/30/2023,4406000,881200,2203000,1321800
1/19/2024,1193000,238600,596500,357900
9/11/2023,8750000,1750000,4375000,2625000
10/23/2021,2331000,466200,1165500,699300
3/15/2023,5558000,1111600,2779000,1667400
12/3/2024,5410000,1082000,2705000,1623000
3/17/2022,7587000,1517400,3793500,2276100
5/22/2024,6651000,1330200,3325500,1995300
8/28/2021,1581000,316200,790500,474300
4/28/2024,5760000,1152000,2880000,1728000
10/14/2022,4838000,967600,2419000,1451400
7/10/2021,58000,11600,29000,17400
3/16/2021,2171000,434200,1085500,651300
2/26/2023,6340000,1268000,3170000,1902000
12/16/2023,2549000,509800,1274500,764700
11/25/2024,5429000,1085800,2714500,1628700
4/8/2023,5794000,1158800,2897000,1738200
3/9/2023,9544000,1908800,4772000,2863200
12/11/2022,293000,58600,146500,87900
4/25/2021,5082000,1016400,2541000,1524600
9/28/2023,6109000,1221800,3054500,1832700
4/23/2023,1224000,244800,612000,367200
8/28/2021,1675000,335000,837500,502500
11/29/2021,4848000,969600,2424000,1454400
12/11/2023,6161000,1232200,3080500,1848300
12/27/2023,8270000,1654000,4135000,2481000
8/22/2023,6130000,1226000,3065000,1839000
6/6/2022,3869000,773800,1934500,1160700
8/29/2024,8934000,1786800,4467000,2680200
8/26/2024,5937000,1187400,2968500,1781100
7/16/2021,2908000,581600,1454000,872400
9/26/2024,6726000,1345200,3363000,2017800
12/3/2021,8201000,1640200,4100500,2460300
4/15/2024,9832000,1966400,4916000,2949600
8/16/2023,8026000,1605200,4013000,2407800
12/27/2023,7007000,1401400,3503500,2102100
9/30/2024,578000,115600,289000,173400
7/29/2021,3967000,793400,1983500,1190100
12/13/2022,6872000,1374400,3436000,2061600
7/29/2024,4610000,922000,2305000,1383000
12/28/2022,7224000,1444800,3612000,2167200
6/4/2024,8877000,1775400,4438500,2663100
2/8/2021,3830000,766000,1915000,1149000
11/27/2023,592000,118400,296000,177600
12/26/2021,1376000,275200,688000,412800
5/19/2022,7875000,1575000,3937500,2362500
11/16/2024,6905000,1381000,3452500,2071500
8/25/2023,6883000,1376600,3441500,2064900
10/18/2024,6843000,1368600,3421500,2052900
10/25/2024,7057000,1411400,3528500,2117100
7/31/2024,2341000,468200,1170500,702300
5/8/2022,4391000,878200,2195500,1317300
7/17/2021,8171000,1634200,4085500,2451300
8/22/2021,9067000,1813400,4533500,2720100
2/25/2023,2964000,592800,1482000,889200
8/15/2023,9265000,1853000,4632500,2779500
9/1/2021,9502000,1900400,4751000,2850600
10/28/2024,8426000,1685200,4213000,2527800
12/12/2023,5458000,1091600,2729000,1637400
12/29/2021,1467000,293400,733500,440100
9/21/2022,8272000,1654400,4136000,2481600
12/10/2024,8721000,1744200,4360500,2616300
9/17/2021,2700000,540000,1350000,810000
9/9/2023,9608000,1921600,4804000,2882400
3/27/2023,2827000,565400,1413500,848100
1/23/2021,3220000,644000,1610000,966000
2/17/2022,7543000,1508600,3771500,2262900
2/26/2023,5585000,1117000,2792500,1675500
9/15/2023,1559000,311800,779500,467700
11/6/2023,4022000,804400,2011000,1206600
6/8/2024,4212000,842400,2106000,1263600
3/18/2023,2522000,504400,1261000,756600
9/19/2022,1704000,340800,852000,511200
6/17/2023,2402000,480400,1201000,720600
7/27/2022,9486000,1897200,4743000,2845800
8/25/2023,605000,121000,302500,181500
9/8/2021,6925000,1385000,3462500,2077500
10/21/2023,257000,51400,128500,77100
7/18/2022,8501000,1700200,4250500,2550300
9/22/2023,8483000,1696600,4241500,2544900
1/6/2023,6551000,1310200,3275500,1965300
10/7/2021,4312000,862400,2156000,1293600
1/27/2023,8904000,1780800,4452000,2671200
12/6/2023,4594000,918800,2297000,1378200
7/23/2022,5032000,1006400,2516000,1509600
5/6/2022,7437000,1487400,3718500,2231100
5/7/2023,4376000,875200,2188000,1312800
5/22/2022,4393000,878600,2196500,1317900
10/21/2021,632000,126400,316000,189600
4/9/2022,9804000,1960800,4902000,2941200
3/16/2024,2358000,471600,1179000,707400
12/12/2024,3312000,662400,1656000,993600
1/20/2023,8166000,1633200,4083000,2449800
4/21/2024,2991000,598200,1495500,897300
11/18/2021,7728000,1545600,3864000,2318400
12/9/2022,1625000,325000,812500,487500
2/17/2024,3202000,640400,1601000,960600
6/30/2021,3861000,772200,1930500,1158300
7/31/2024,8700000,1740000,4350000,2610000
6/17/2021,3732000,746400,1866000,1119600
9/5/2022,1169000,233800,584500,350700
4/1/2023,9996000,1999200,4998000,2998800
12/24/2022,3584000,716800,1792000,1075200
12/11/2021,1216000,243200,608000,364800
3/20/2022,6424000,1284800,3212000,1927200
11/2/2021,1855000,371000,927500,556500
6/2/2021,1080000,216000,540000,324000
